id,year,review_score,total_positive,total_negative,total_reviews,Players
412660,2016,8,69,14,83,2779
412790,2016,6,84,27,111,4773
412830,2016,9,4274,104,4378,160015
413410,2016,9,4204,120,4324,234336
413420,2016,9,3435,88,3523,178510
413480,2016,7,25,6,31,1089
413500,2016,8,57,8,65,3462
413700,2016,7,16,1,17,723
413830,2016,5,10,5,15,2286
413870,2016,8,84,6,90,7928
414090,2016,5,9,6,15,369
414190,2016,8,203,43,246,18930
414370,2016,8,53,4,57,7425
414510,2016,8,222,34,256,16256
414730,2016,5,391,187,578,144330
415010,2016,5,41,47,88,1015
415150,2016,8,115,22,137,14837
415200,2016,8,3613,383,3996,330158
415240,2016,6,85,22,107,8598
415270,2016,8,1395,313,1708,100051
415350,2016,8,367,37,404,25583
415480,2016,8,481,99,580,42408
415530,2016,7,10,1,11,3630
415610,2016,8,338,22,360,16134
415670,2016,8,58,4,62,8855
415740,2016,8,168,38,206,13002
415840,2016,5,71,35,106,62379
415860,2016,5,485,520,1005,218644
415960,2016,6,144,45,189,238706
416040,2016,4,69,108,177,132997
416110,2016,8,77,11,88,8992
416180,2016,7,31,4,35,1338
416250,2016,7,15,3,18,2274
416450,2016,5,220,131,351,89737
416610,2016,5,34,17,51,120462
416680,2016,8,847,46,893,66546
416720,2016,5,20,15,35,1293
416790,2016,8,188,21,209,16107
416850,2016,7,12,2,14,1012
417310,2016,6,14,6,20,1133
417430,2016,5,425,211,636,54966
417480,2016,6,14,4,18,4434
417880,2016,5,584,264,848,34561
417900,2016,7,22,1,23,888
417910,2016,5,860,652,1512,290227
418120,2016,8,305,64,369,28914
418180,2016,6,1063,418,1481,150883
418210,2016,7,42,5,47,1228
418240,2016,9,7170,260,7430,405980
418270,2016,6,63,22,85,10941
418340,2016,8,7769,1508,9277,387405
418610,2016,5,54,52,106,117621
418670,2016,8,158,30,188,7152
418950,2016,8,332,79,411,43330
419080,2016,6,56,20,76,14464
419590,2016,6,29,10,39,28641
419810,2016,7,24,2,26,3213
420060,2016,8,275,36,311,18790
420110,2016,9,7531,193,7724,318426
420160,2016,5,8,4,12,476
420360,2016,7,36,6,42,12186
420380,2016,6,14,4,18,1523
420500,2016,6,13,4,17,335
420530,2016,9,7376,117,7493,176242
420570,2016,7,23,3,26,1078
420790,2016,6,621,180,801,189535
420850,2016,6,78,27,105,13130
420900,2016,6,10,3,13,1638
420930,2016,8,297,59,356,36071
421040,2016,8,3200,425,3625,166125
421050,2016,8,1600,213,1813,123013
421060,2016,5,119,65,184,102505
421120,2016,9,1616,85,1701,114359
421140,2016,6,10,4,14,3386
421600,2016,5,36,31,67,6361
421610,2016,7,36,6,42,2036
421660,2016,8,290,7,297,7324
421670,2016,8,734,101,835,106536
421740,2016,8,172,36,208,23890
421870,2016,7,12,3,15,3470
422110,2016,8,119,5,124,6435
422270,2016,4,8,17,25,1423
422590,2016,4,9,28,37,1922
422610,2016,5,21,12,33,3454
422650,2016,6,56,16,72,11057
422900,2016,8,409,36,445,36823
422910,2016,8,88,6,94,12431
422920,2016,7,46,3,49,9617
422970,2016,9,3797,190,3987,102656
422980,2016,7,23,4,27,4119
423220,2016,7,19,1,20,1796
423230,2016,8,2954,295,3249,218506
423270,2016,6,29,9,38,1443
423550,2016,6,60,21,81,44497
423580,2016,8,1380,321,1701,246461
423590,2016,8,239,33,272,14057
423610,2016,6,112,31,143,8330
423620,2016,6,320,92,412,25817
423650,2016,5,40,24,64,8921
423700,2016,5,27,37,64,4175
423710,2016,5,100,133,233,323181
423720,2016,7,11,1,12,2096
423800,2016,6,31,13,44,2869
423810,2016,6,334,134,468,47487
423870,2016,7,25,6,31,4446
423950,2016,5,374,173,547,37167
424010,2016,7,18,2,20,730
424250,2016,6,241,65,306,23771
424260,2016,5,37,26,63,1574
424280,2016,9,11633,206,11839,1154435
424640,2016,7,34,6,40,5169
424760,2016,6,26,10,36,4335
424830,2016,4,90,287,377,74642
425070,2016,7,35,5,40,1510
425160,2016,8,61,7,68,9157
425210,2016,6,499,146,645,51119
425220,2016,6,1253,392,1645,131305
425300,2016,6,57,18,75,3975
425310,2016,4,10,17,27,841
425410,2016,8,239,30,269,41756
425580,2016,9,5729,126,5855,199346
425600,2016,8,69,9,78,3043
425650,2016,8,98,7,105,2509
425670,2016,8,333,53,386,21724
425720,2016,8,219,41,260,37955
425820,2016,8,49,8,57,5563
425900,2016,7,18,3,21,201
426000,2016,8,2650,553,3203,320028
426010,2016,4,16,28,44,2594
426170,2016,5,26,13,39,4103
426240,2016,7,18,1,19,335
426290,2016,6,43,13,56,7899
426790,2016,8,755,86,841,70248
427030,2016,6,726,232,958,29768
427050,2016,6,8,3,11,309
427100,2016,5,1218,1015,2233,118947
427250,2016,8,1220,280,1500,123076
427470,2016,6,164,67,231,34890
427510,2016,6,170,50,220,24344
427550,2016,5,76,42,118,14697
427660,2016,5,112,78,190,5838
427730,2016,6,7938,2892,10830,1305248
427770,2016,7,40,3,43,16744
427810,2016,6,220,68,288,6551
427820,2016,8,612,118,730,58049
427860,2016,6,58,22,80,4331
427910,2016,6,244,72,316,26069
427930,2016,5,33,26,59,44138
427980,2016,6,322,87,409,65431
428100,2016,8,74,2,76,5740
428110,2016,5,14,9,23,3900
428220,2016,8,236,39,275,9855
428350,2016,8,52,10,62,8126
428410,2016,7,23,2,25,1035
428440,2016,5,137,82,219,3649
428530,2016,5,18,11,29,5942
428550,2016,9,4399,202,4601,246833
428590,2016,5,7,9,16,4740
428740,2016,4,7,11,18,1403
428750,2016,8,637,46,683,85022
428830,2016,8,109,12,121,19424
428880,2016,8,214,33,247,15649
428900,2016,8,634,95,729,129612
428920,2016,6,11,3,14,3694
429020,2016,4,21,42,63,7209
429050,2016,6,818,302,1120,151025
429060,2016,5,38,36,74,11425
429120,2016,6,18,7,25,1239
429200,2016,5,22,14,36,7297
429220,2016,6,37,13,50,3999
429250,2016,7,17,4,21,1984
429330,2016,8,256,38,294,39048
429350,2016,7,24,1,25,4698
429390,2016,5,32,17,49,2039
429430,2016,4,8,18,26,5919
429570,2016,6,3184,957,4141,197450
429580,2016,5,117,100,217,32523
429600,2016,5,112,75,187,22491
429610,2016,8,169,33,202,22107
429620,2016,6,521,181,702,41331
429680,2016,6,833,291,1124,137325
429690,2016,7,29,3,32,1314
429700,2016,5,244,115,359,114736
429720,2016,8,452,43,495,15935
429940,2016,8,487,43,530,24192
430170,2016,6,58,23,81,1139
430230,2016,7,13,3,16,732
430240,2016,5,7,5,12,158
430290,2016,7,29,2,31,2709
430300,2016,5,7,4,11,494
431180,2016,8,652,91,743,50468
431200,2016,7,33,4,37,22101
431220,2016,5,68,72,140,32383
431230,2016,8,90,21,111,12878
431250,2016,8,236,56,292,33903
431260,2016,6,346,94,440,25654
