id,category,genre
276870,2,"23,28,2,70"
312430,"2,22,29","28,2"
392780,"2,22,28,29,25","4,23"
476020,"2,22,28,29,23","25,23"
496250,"2,1,49,36,22","23,18,70"
458830,"2,1,28,23,25,14,43","23,28,18,2,70"
642830,"2,1,9,39,22,28,23,44","71,72,73,1,25,23"
358070,"2,22,29","23,28"
695600,"2,22,29,30,23","23,3,28"
619280,"2,22,28","1,25,23"
303340,"2,22,28,29,23,25","1,23"
279480,"2,29,17","4,2"
676430,"2,22","4,23"
466490,"2,22,29,23","25,4"
382420,"2,1,22,28,29",1
343070,"2,22,23","4,23,28"
370130,"2,1,9,24,22,28,29,23,44","1,25,23"
332830,"2,22,29,23,15,25","4,23"
525620,"2,22,28,29,23","1,4,23,2"
455110,"2,22,29,18","1,25,23"
51060,"2,22,29","25,4"
19030,"2,22,18,23,25","1,25"
367350,"2,22,28,29","1,23"
431290,"2,22,28,29,23","1,23"
286280,"2,22,29","28,2"
448500,"2,22,29,18","1,25,4,23"
458630,"2,1,49,37,22,29,44","23,28,2"
661920,"2,1,9,39,24,22,28,23,15,25,17,43,44","1,4,23"
386520,"2,22,13,23","23,3"
601130,"2,22,28,15,25","1,4,37,23"
514290,"2,22,29,15,25","23,28,2"
511750,"2,22,28,29,13","1,4,23,3"
403830,"2,22,28,29,15",25
307190,"2,22,29,18,23","25,4,28"
304170,"2,22,29,18,23","1,25,37"
331910,"2,22",28
458920,"2,22,25","4,28"
319760,"2,22,29,23","23,2"
307980,"2,1,9",18
605990,"2,22,23","25,4,23,28"
234820,23,"37,23,54,56,57,59,60"
574310,"2,22,29,18","25,23"
786410,"2,22","25,4,37,23,28"
444590,"2,22,28,29,23","1,25,23,3"
432260,"2,22,28,29,23,25","1,4,23"
302440,"2,22",28
564010,"2,22,18,23","4,28"
485860,"2,22,29,23","25,4,23"
330620,"2,22,29,30,23,15","23,3,28,2"
810230,"2,22,18","73,74,25,37,23"
805090,"2,22,25","4,23,28,2"
428220,"2,22,29,13,18,23","1,25,4,23"
339000,"2,1,9,22,28,29,23","1,4,23"
622770,"2,1,49,36,37,9,38,39,24,27,22,29,18,44","1,25,23"
337960,"2,1,24,22,28,43,44","23,18"
814200,"2,22",25
381220,"2,22,29","1,4,23,3,28,2"
345540,"2,22,29,23","25,4,23"
407020,"2,22,28,29","25,4,23"
431120,"2,22,28,29,25,43","23,2"
673870,"2,28","1,23,28"
531270,"1,49,36,9,38,22","1,23"
285960,"2,22,29,18,23,15,25","1,4,23"
226780,"2,1,22,18,23","9,18"
437530,"2,22,28,29,23","1,25,23"
642000,2,"1,25,4"
670240,"2,22,18,25","1,4,23"
466800,"2,22,29,23,15","25,4,28"
586950,"2,22,25","1,25"
371300,"2,22,28,29,23,43","25,23"
352780,"2,22,29","25,23"
603940,"2,22,23","25,23,28,2"
450540,"2,31","1,23,28,70"
552460,"2,1,49,36,9,38,22,28,23,25","1,23"
307430,"2,1,24,27,22,28,29,23,15,25,32","4,23,2"
381260,"2,22,23","25,23"
262300,2,"25,23,3"
504460,"2,1,49,36,37,9,38,18,15,25,44","9,70"
342240,"2,1,9,39,24,22,28,29,13,23,15,25,44","1,23"
660160,"2,1,24,22,23,44","28,2"
502740,"2,22,29","23,2"
359190,"2,22","25,23"
391820,"2,22,29,18,15,25","37,23,28"
341510,"2,22,28,29,23","4,23,3"
597730,"2,22,29","25,23"
448620,"2,22,28,29,14","25,23,3,2"
301840,"2,22,28,29,23,25","1,23"
528160,"2,1,49,37,9,39,24,22,29,18,23,44","1,23,3"
285380,"2,30","4,28,2"
562660,"2,22,29","4,23"
460340,"2,22,29,15,14","25,23,2"
315110,"2,1,24,22,28,29,25,44","1,23"
435300,"2,22,23","25,4,23"
316180,"2,22,28,29,23,25","1,23"
367780,"2,22,28,29,23,15,25,32","1,23"
606720,"2,37,24,22,28","1,4,23,18"
673230,"2,22,28,25","1,23"
580710,"2,22","23,2"
515230,"2,22,23","4,37,23,28,2"
466110,"2,1,24,22,28,25,44","1,4,23"
380700,"2,1,9,24,27,22,29,18,17,44","1,25,4,23"
387870,"2,1,9,27,22,28,29,23","1,4,23,2"
422920,"2,22,23,44","23,28,2"
650440,"2,22,29,23","23,3,2"
674520,"2,1,49,37,9,39,24,22,28,29,23,41,42,43,44","1,23"
378750,"2,22,28,29,30,23,25","1,23"
410840,"2,22,29,30,23,15","4,23,28"
408770,"2,22,23","25,23"
635310,"2,22,29","1,4,18"
311840,"2,22,29,23,15,25","4,23,28,2"
337070,22,57
612590,"2,22","4,37,23"
530630,"2,1,49,36,9,38,22,29,25","37,2"
434820,"2,22,28,29,23,25","4,23"
110610,"2,1,24,22,18,25,44","1,23"
320630,"2,22,29","25,4"
535490,"2,22,30","71,23,28"
553590,"2,22,25","23,28,18"
623080,"2,22,29,23","25,4,28"
676490,"2,1,49,47,37,22,17,44","37,23,2"
549260,"2,22,28,29,13,23,43","25,23"
469790,"2,22,28,43","1,25,4,23"
459170,"2,22,28","25,4,23"
573170,"2,22,28,23","23,3"
462990,"2,22,29,23,25","25,4,3,2"
447310,"2,22,29,25","4,23,28"
517720,"2,22,29,23","25,23,3,2,70"
750460,"2,22,18","1,25,23"
646500,"2,22,29,23","23,28,2"
300360,"2,22,29,23","25,4"
469720,"2,22,29,23","25,23,3,2"
361200,"2,22,29","25,28"
273730,"2,22,18","4,37,9,28"
408520,"2,22,29","25,4,23"
209850,"2,22,15","4,23,2"
844130,"2,22,18","25,23"
333660,"2,1,9,27,22,29,23,15","1,23,2"
274880,"2,1,22,28,23,25,43","23,9,18"
293440,"2,22,28,13,23,43","1,25,23,3"
403880,"2,1,24,22,18,23,44","9,28,18"
352960,"2,22,28,29,13,23,15,14","1,25,23,28"
200150,"2,1,27,22","4,2"
313980,"2,22,18,23","1,23"
518060,"2,1,49,36,37,27,22,28,23,32,43,44","4,23,28,18,2"
344340,"2,1,22","23,28,18,2"
344480,"2,22,28,23,25",23
685680,"2,22,29,18",28
416550,"2,22,29,23,25","1,23"
622460,"2,22,29","1,23,2"
351050,"2,1,22,29","28,18"
272990,"2,22,25","4,23"
392070,"2,22,28,15,25,43","23,18"
529520,"2,1,49,36,37,9,39,24,22,28,23,44","1,23,18"
389310,"2,1,24,22,28,29,15,25,44","1,25,23"
476530,"2,22,30,23","28,2"
831060,"2,22","25,4,23"
550310,"2,22,29","1,25,4,23,28"
718500,"2,22,28,25","1,4,37,23"
541380,"2,22,29","1,23,9"
317610,"2,22,29,23,25","1,23,2"
533480,"2,22,29","25,23,3,28,2"
455820,"2,22,28,29,23,43","1,25,23,3"
328590,"2,22,28,29,23,43","1,25,23"
592030,"2,22,23","1,23,28"
353190,"2,22,28,29,23","1,25"
492340,"2,1,49,37,22,28,23,44","1,4,23,18"
437250,2,"23,3"
320670,"2,22,29","25,4"
354030,"2,22,28,29,25","1,25,23"
519870,"2,22,28,29,15,17,41,42,43","4,23"
370480,"2,1,24,22,28,29,44","1,23"
425160,"2,22,28,29,23,17","1,4,23"
464470,"2,1,22","1,25,23,3,70"
363940,"2,22,29,18","1,23"
389670,"2,1,49,36,22,28,29,23,15,25","1,23,9,28,18"
406550,"2,22,29,23,41,42",25
291070,"2,22,28,25","1,23"
768840,"2,22,25","1,4,37,23,9"
440420,"2,22,28,29,13,23","25,4"
646460,"2,22,28,23,15","1,23,28,2"
443860,"2,1,24,22,28,29,23,43,44",9
436490,"2,22,29,31","25,23"
263480,"2,1,9,22,29,18","1,23"
371000,"2,22,28,29,25","4,23"
721740,"2,1,49,37,9,39,24,28,44","25,4,23,28"
383720,"2,22,29,23,15","25,3,28,2"
497580,"2,22,29,23","25,4"
670900,"2,1,49,36,37,24,22,28,43",9
492090,"2,22,30,17",28
488460,"2,22,29,13,23,25","25,23"
465660,"2,22,29,30","23,28,18,2"
447120,"2,22,28,29,23","25,23,3"
494580,"2,22,28,29,23,25","1,25,23,9"
724740,"2,22,23","4,23,2"
394220,"2,22,25","1,23"
325870,"2,22,28,29","1,23"
397330,"2,22,28,23","1,25,3"
377980,"2,1,49,36,22,29,15","1,4,23"
654970,2,"4,23"
535170,"2,22,28,25","4,37,23"
264460,"2,22,29,18,23","1,25,23"
464230,"2,22,28,29","4,23"
774531,"2,22","25,23"
368050,"2,1,24,27,22,28,29,23,25,44","1,23,2"
365800,"2,22,29,31,18,23,42","23,28,2"
398150,"2,22,28,29,23","1,25,23,3"
509620,"2,22,28,29,13","1,25,23"
315340,"2,22,28,29,23,25","1,23"
595420,"2,22,29,30","23,28,18,2"
518670,"2,22,29,18,23","1,23,28"
416110,"2,22,28,29","1,23"
359280,"2,1,24,22,28,29,44","1,25,3"
385590,"2,22,23","23,3"
365480,"2,22,29","3,2"
680980,"2,22,29,13","25,23"
440340,"2,22,29",1
284100,"2,22,29","23,28,2"
354180,"2,22,29","25,23"
312510,"2,22,28,29,15,43","1,23"
401890,"2,1,9,22,18",1
423650,"2,22,29,23","4,23"
390620,"2,22,28,29,15,25","25,4,23"
372830,"2,22,28,29","1,25,23"
374060,"2,22,29,23","1,25,23"
339440,"2,1,9,24,22,30,18,23,15,25,44","1,23,70"
496260,"2,22,29,18,23","25,4"
579180,"2,1,9,39,24,22,28,29,23,43,44","1,3"
8970,"2,22",23
415670,"2,22,29,23,25","25,23,2"
389650,"2,1,9,39,24,22,28,29,13,23,43,44","1,25,23"
408750,"2,22,29,23,25","4,23"
290020,"2,22,29,30,23,17","23,28"
354950,"2,22,29,23","25,4,23,28"
556340,"2,22,29,23","23,28"
446910,"2,22,29",23
695630,"2,22,28,29,23",3
261960,"2,22,18,15","25,4,23"
463980,"2,22,29","23,3,2"
564750,"2,22,28,29,30,23,15,25,17",23
439490,"2,22,28,29,23","1,23"
392940,"2,22,28,29,23","25,4,23,3,2"
321830,"2,1,9,39,24,28,29,23,44","1,4,23,70"
524660,"22,30,23","51,53,57,58"
362290,"2,1,49,37,24,22,29,18,44","25,23,28,2"
593490,"2,22,29","4,23,3,28,2"
667120,"2,22","25,37,23,3"
547820,"2,1,49,37,9,39,24,28,44","1,4,37,23"
384990,"2,22,28,29,31,25","1,23,28"
392120,"2,22,28,29,31,15,25","1,23"
399040,"2,22,29","4,23"
567800,"2,22,29,23","4,23,2"
546170,"2,22,28,29,15,41,42,43","4,23"
747340,"2,22,28,29","1,25,23"
202370,"2,1,24,22,18,25,44",1
425240,"2,1,9,39,24,22,28,29,23,43,44","1,23"
562230,"2,23","23,2"
368450,"2,22,29,18","25,23"
387070,"2,22,29,13,18","1,25,23,28"
423120,"2,22,13,23","23,3"
463860,"2,22,29","1,25,23,3,28"
467320,"2,1,27,22,29,23","1,4,23,3"
517660,"1,49,36,27,22,29,15","1,23"
730410,"2,22,29,23","23,28,2"
354400,"2,22,29,18,17,14","1,25,23"
440550,"2,22,28,29,23","1,23"
364350,"2,22,29,23","25,23"
691450,"2,22,29,23","25,4,23"
312650,"2,1,49,36,9,38,22,28,29,40,23,25,43",1
461490,"2,22,29","25,4,23,2,70"
337210,"2,22,29,15","25,23,3,2"
391180,"2,22,29,18,23","1,25,23"
426190,"2,1,49,36,9,38,27,22,28,29,23,15,25","1,23"
415240,"2,1,24,22,29,18,25,44","1,4,23"
224040,"2,22,28,13,23,25,43","1,25,4,9"
72500,"2,22,18,15,25","4,23"
601770,"1,49,36,27,22,29,15","1,23,18"
330770,"2,1,49,36,27,22,28,31,23,15,25","1,23,9"
318090,"2,22,29,23","4,23,2"
594300,"2,1,49,37,9,39,24,28,44","1,25,37,23"
620190,"2,22,29,30,23,15","1,4,23,28,2,70"
682130,22,"57,59"
640380,"2,22,28","1,23"
718560,"2,1,49,36,37,22,29,44",2
632070,"2,22,28","25,23"
555060,"2,1,49,36,27,22,29,25","1,4,23,28,18"
31980,"2,22",25
407620,"2,1,9,24,22,28","1,23,70"
518120,"2,22,28","1,25,4"
303310,"2,22,29,18,23",25
502400,"2,22,28,29","1,4,23,2"
599880,"2,22,29,23","1,23"
458680,"2,1,49,47,37,9,48,39,24,22,28,29,23,25,44",23
316140,"2,22,28,29,23,15","25,23"
426310,"2,22,28,13,43","25,23"
383710,"2,22,28,29,25",1
539380,"2,22,29,18","4,23,2"
317290,"2,22,29,18,23","25,23"
386080,"2,22,28,29,23,15,43","1,25,23,3"
629960,"2,22,29","71,72,25,4"
417990,"2,22,28,29","25,23,3,28"
589530,"2,22,28,29,23",25
364630,"2,22,28,29,31,40","1,23,2"
340750,"2,1,24,22,28,29,25,44","1,23"
318330,"2,22,13,23","23,3"
291430,"2,22,29,18,23,15","1,4,23"
377450,"2,22,23","25,4"
510840,"2,1,49,36,9,38,27,28,29,15,25,32","1,4,23,28"
390870,"2,1,49,37,9,39,24,22,28,25,43,44",1
577730,"2,22,29,23","4,23,28,2"
493720,"2,22","25,4,23"
457520,"2,1,24,22,28,29,15,25,44","1,4,23"
788270,"2,22,29,18,23","1,25,23,3"
552970,"2,1,24,22,28,29,23,44","1,25,23"
586350,"2,22,28","1,23"
452860,"2,22,29","1,4,23"
615340,"2,22,29,35,23","25,4,37"
622060,"2,22","4,23,28"
373610,"2,1,9,39,24,22,28,29,23,25,44","1,23"
426330,"2,22,13,23","23,3"
492220,"2,22,28,29,13","25,23"
542200,"2,22,18","4,23,28"
325060,"2,22,28",23
574560,"2,22,29,23","25,4,23"
432190,"2,22,29","4,23"
473540,"2,22,29,23,15","25,4"
423610,"2,22,28,29,23,15,25","1,25,4,23,9,28"
383690,"2,22,29","25,23"
377190,"2,22,29","23,3"
537200,"2,29","4,23,2"
492430,"2,22,28,29,23,43","25,23"
843270,"2,1,9,22,15","25,23,29"
415400,"2,22,29","4,23"
805420,"2,22,23","4,23"
369530,"2,22,18,23","1,25,23,3,28,2"
370920,"2,22,28,29","1,23"
650110,"2,22",28
271970,"2,22,28,29,23","23,3"
322750,"2,22,28,29,23,25","1,23,3"
469980,"2,22,29,18,23","25,23,3"
603250,"2,22,29,18","1,25,4,23,2"
427490,"2,22,29,23","23,3,2"
315320,"2,22,25","1,25,4,23,3"
585080,"2,1,9,38,22,28,29,23,43","25,28,18"
293340,"2,22,29,15,25","4,23,28"
797390,"2,22","25,37,23"
406720,"2,22,29,18","1,25"
703270,2,"4,23"
421260,"2,22,29,18,23,25",2
713450,"2,22,18,15,25",1
615090,"2,1,9,24,22,29,18,15,25,44","23,3,2"
463160,"2,22,28,29,23","23,3,2"
620940,"2,22,29,13,23","4,23"
381750,"2,1,49,36,27,22,28,29,30,23,15,17","1,23,9,28,18"
738610,"2,22,29,23,25","23,28,2,70"
324520,"2,22,23,25","1,23,2"
384690,"2,22,28,29,30,23,25","1,23"
560000,"2,22","71,72,23"
360840,"2,22,28,29,23","25,23"
536780,"2,22,29,23","25,4"
763090,"2,22,25","1,4,23,2"
486120,"2,22,29","25,4"
787220,"2,22,25","4,37,23"
546080,"2,22,28,29,23","25,4,23,3"
447860,"2,22,29,18,25","1,25,4,23"
237970,"2,22,23","25,23"
712770,2,"1,37,23"
698320,"2,22","1,4,23"
336440,"2,1,49,37,9,39,24,22,28,29,23,41,42,43,44","1,25,4,23,3"
761280,"2,22,28,23","1,25,37,23,3"
541450,"2,22,28,29,23",3
378930,"2,22,29,13,23","1,25,23"
257770,"2,1,9,38,39,24,27,22,28,29,23,44","1,23,2"
368570,"2,22,25",23
428350,"2,22,29","23,3,28,2"
377690,"2,22,29,18","71,72,4,23"
422860,"2,22,29,31,15,25","4,23,18"
470590,"2,22,28,29,25","4,23,9,28"
339640,"2,1,22,29","23,3,2"
451010,"2,22,28,31","1,4,23,2"
616240,"2,1,49,36,37,24,27,22,28,29,35,43,44","4,18"
462440,"1,49,36,37,9,38,39,29,44","1,25,23,29,3,28,2,70"
305820,"2,22,29,30,17","4,23"
552410,"2,22,29,18,15","1,25,23,3,28"
312560,"2,22,29,18,23","1,3"
365260,"2,22,15","4,28,2"
491090,"2,22","23,28,2"
366280,"2,1,24,22,23,25,44",1
368800,"2,39,24,22,28,29,23,15,25","1,23"
273960,"2,22,29","1,23,28,2"
557580,"2,22,28,29,23,15,25","1,25,23"
297450,"2,22,29,31,18,23,25","1,23"
684270,"2,22,23","23,28"
316370,"2,22,29,17","1,23,3"
370940,"2,1,24,22,29,18,23,25,44","1,23"
576030,"2,22,29,23,25","23,28"
280890,"2,22,28,29,31","1,25,23"
843660,"2,22,15","4,37,23,3"
552160,"2,22,29,23,15","4,23,2"
464440,"2,22,28,29","25,4,23"
707320,"2,22,18","1,23"
777850,"2,1,49,37,9,39,24,22,28,44","4,23,2,70"
386540,"2,22,28,29","1,23,28,2"
297410,"2,22,28,29,23","1,25,23"
366180,"2,1,24,22,28,29,44","1,25,4,23"
240660,"2,1,24,22,13,18,44","1,25,23"
365880,"2,22,29","25,23"
576260,"2,22,29,23,15","28,2"
785690,"2,22","1,23"
490860,"2,22,29,18","25,23,3"
462700,"2,1,49,36,22","28,18"
629220,"2,22,28,29,23,43","25,23,28"
463030,"2,22,29,18,23","25,4"
554800,"2,1,49,36,37,24,27,22,28,29,23,15,25,44","1,4,23"
267730,"2,1,27,22,29","23,2"
397990,"2,22,28","1,23"
413870,"2,22,28,29,23","1,25,23,28"
473450,"2,22,28,29","25,23"
607030,"2,22,29,18,23","25,4,23,3,2"
406940,"2,1,24,22,18,23,44","1,23,9"
298830,"2,22,28,29,23","25,4,23,3"
365560,"2,1,27,22",2
317060,"2,22,28,23,15,43",1
426290,"2,22,29,13,30,23","25,23,28"
434410,"2,22,28,29",23
385860,"2,1,9,24,22,28,29,23,25,43,44","1,23"
404510,"2,22","25,4,23"
785840,"2,22,29,35,23","4,23"
810760,"2,22","37,23,28"
865880,"2,22","25,37,23,3"
783050,"2,22,18","25,23"
448290,"2,22,28,29,23,43","1,25,23"
449550,"2,1,24,22,28,29,23,25,44","1,4,23"
402160,2,"23,28,2,70"
611800,"2,22,18,23","23,29,9,28,70"
369550,"2,22,28,15,25,43","1,23"
526140,"2,22,29,23","25,4,23"
733460,"2,1,9,38,22,29,30,23","23,2"
490690,"2,22,29,23","25,23"
436230,"2,1,49,36,47,27,22,28,29,23","23,28"
315850,"2,22,28,29,43","1,4,23"
273830,"2,22,28,29,25","1,28"
485360,"2,22,29,13,18,23","1,25,23,3,28,2"
617270,"2,22,28,29,23,17,43","1,25,23"
280500,"2,22,28,29,23,15,25","1,23,9"
568440,"2,1,49,37,9,39,24,22,28,29,23,44","73,74,1,25,4,23"
315830,"2,1,27,22,18,15,17","1,23"
308380,"2,22,29","23,2"
21400,"2,22","2,1,23"
678820,2,"23,28"
296850,"2,22,29,15","25,23"
466780,"2,22,29","25,4,2"
538840,"2,1,49,37,9,39,24,22,29,18,25,44","1,25,4,23,28,18"
377880,"2,1,22,29,23",2
378260,"2,1,22,23,15,25","1,23,2"
331610,2,"4,23,28"
473460,"2,22,29,18,23","25,4,23"
373600,"2,22,28,29,23","1,23"
378810,"2,22,28,29,23,25,43","25,23"
355100,"2,22,28,29,31","23,3,2"
314360,"2,22,28,29","25,23"
341470,"2,22,29,23","1,25,3,28,2"
570980,"2,1,9,38,22,29,18,23","1,25,23,70"
306440,"2,22,28,29","1,25,23"
371010,"2,22,29","23,2"
284410,"2,22,28,29,23","1,25,23"
371120,"2,22,28,29,30,23,41,42,43","25,23"
276730,"2,1,9,39,24,22,28,29,23,25,43,44","1,23"
324470,"2,1,22,29,18,25","23,9,70"
281820,"2,22","1,25,4,23"
290380,"2,22,28,30,23,17","4,23"
301220,"2,22,17","1,25,23,3"
379420,"2,22,28,29","1,23,28,70"
352430,"2,22,29","23,28,2"
656360,"2,22,18","25,4,23"
618310,"2,22,28,29,23,25","1,23"
464100,"2,1,49,36,22,28,29,23","23,2"
628290,"2,22,29,23,15,25","23,3"
359100,"2,22,28,29,31,23,43","1,25,23"
742630,"2,1,49,36,27,22,35,23","1,4,37"
614860,"2,1,20,49,36,9,38,22,35","29,3,70"
548340,2,23
584220,"2,22,29,18","4,23"
560720,"2,22,29","25,4"
581760,"2,22,29,18","4,23"
514240,"2,22,29,18","1,25,23,28"
375420,"2,22,29,30,18,23,17",23
453300,"2,22,29,23","23,3,2"
449250,"2,22,28,29","23,28"
316610,"2,22,28,23,44",23
19020,"2,1,22,18,23","4,3"
293460,"2,22","1,23,3"
428760,"2,22,29","1,4,23"
564150,"2,22,28,29","1,23"
746710,"2,22,23",23
522490,"2,22,28,29,25","1,4,23"
330450,"2,1,22,29","1,4,23"
551700,"2,1,49,36,9,38,27","1,23"
543390,"2,22,29","1,25,4,23,3,28"
617030,"2,22,29","1,25,4,23,3,28,70"
666260,2,"25,23"
26300,"2,1","1,23"
663300,"2,22,28,23","1,23"
334620,"2,1,49,37,9,39,24,22,28,29,15,44","1,23,18"
593330,"2,22,29,23","25,23"
492710,"2,22,29","4,23,28,18"
431930,"2,1,49,36,37,9,38,39,24,27,22,28,29,23,15,25,43,44","1,23,18"
351730,"2,22,28,15","25,4,23,28,2"
395900,"2,1,22,28,29,23,32,43",4
696360,"2,22,29,23",3
320610,"2,22,29","25,4"
821520,"2,22","1,4,23,28,2"
369310,"2,22,29,23","4,23,2"
654260,"2,22,29","4,23"
394290,"2,22,28,29,43","1,4,23,18"
394260,"2,1,22,28,29,23,25,43","1,4,23"
447800,"2,22,29,23",25
391960,"2,22,28,29","1,25,23"
270190,"2,22,29","25,4,23"
342190,"2,1,49,36,27,22,31,23","23,2"
354930,"2,22,29,18,23,25","25,23"
653940,"2,22,29","23,3,2"
512560,"1,49,36,22,29,23,25","37,2"
744570,22,"51,53"
598440,"2,22,29","1,25,23"
461840,"2,22,29","4,23"
809250,"2,22,23","1,25,37,23"
515650,"2,22,28,29,23,25,44","1,23"
373650,"2,22,28,43","25,23"
616250,"2,28,23","1,25,23,3,28"
448910,"2,22,29,23,25","23,2"
279920,"2,1,27,22,28,29,31,25,43","1,23"
414370,"2,1,49,37,9,39,24,22,28,29,23,15,25,43,44","23,2"
774091,"2,22,29","23,28,2"
486810,"2,22,29","25,4"
293960,"2,22,29","23,28,2"
532290,"2,22,29,18","25,23"
440020,"2,24,22,28","23,3"
298850,"2,22,28,29,23","25,4,23,3"
658260,"2,22,18",3
449060,"2,22,28,29,23","25,4,23"
653970,"2,22",28
804730,"2,22,29,23","23,2"
91810,"2,22,18,23,15","23,4"
360880,2,"73,74,25,23,28"
772700,"2,22,25","4,23,28"
314590,"2,22,28,29,25","1,4,23"
585180,"2,22,29","25,23,3"
261940,"2,18,25","25,4,23"
435100,"2,22,28,29,23,43","25,23"
412270,"2,22,28,29,23,43","1,25,23,3"
588730,"2,22,28,29,23","25,4,23"
349550,"2,22,29,30,23","25,4,23,3"
462000,"2,1,22,29,30,25","1,4,18"
359400,"2,22,28,29","25,23,3"
611160,"2,1,9,38,22,29,23","1,25,3"
631540,"2,22,29,23","23,28,2"
331570,"2,22,28,29,25","1,25,4,23"
374520,"2,22,29","3,2"
511350,"2,22,29,18,25","71,4,23,28"
324120,"2,22","25,4,23"
421660,"2,22,29,23","25,4,28"
363270,"2,22,29,18","1,23,9"
335200,"2,1,24,22,28,29,23,44","1,25"
506590,"2,22,29","4,23,9,28"
299800,"2,22,28,23","1,23"
436280,"2,22,29,23,15,25","4,23"
429200,"2,22,28,29","1,23"
347710,"2,22,29,23","25,23"
453690,"2,1,49,36,9,38,22,29,30,17","23,3,2"
453720,"2,1,49,36,9,38,22,29,23","25,23"
418430,"2,22,29,18,23","1,25,23,3,28,2"
552130,"2,22,29,18","25,4,23,28"
222180,"2,22,28,29","1,23"
298840,"2,22,28,29,23","25,4,23,3"
444440,"2,22,28,29","1,25,4,23"
308440,"2,22,28,29,23","1,23"
347600,"2,18","1,25,23,3,70"
441280,"2,22,29,18,23","1,25,23"
335010,"2,22,28,29,23,25",23
306000,"2,1,49,36,37,9,38,39,24,22,29,18,25,44","1,25,4,23"
279070,"2,1,9,38,48,18","1,25,23,3"
661120,"2,22,18","73,74,25,23,3"
262810,"2,22,29","25,23"
429020,"2,22,29,25","1,25,4,23,3,2,70"
420070,"2,22,28,29","1,25,23"
365860,"2,22,29",1
284970,"2,22","1,23"
348650,"2,1,9,24,22,29,18,23,44","1,23"
512180,"2,22,29",25
531990,"2,22","1,4,37,23,18"
520940,"2,1,49,36,37,24,22,28,25,44","9,28,18"
298950,"2,22","25,23"
313470,"2,1,9,24,22,28,29,23,44","23,3"
416640,"2,22,13,23","23,3"
335450,"2,22,29,23","25,23,3"
418670,"2,22,28,29,23,15,43","1,25,23"
373920,"2,22,28,23","1,25"
508230,"2,22,29","23,28"
446600,"2,22,29,18","25,4,23"
447200,"2,22,29",25
369060,"2,22,28","1,25,23"
386280,"2,22,28,29,23","1,23,3"
547590,"2,22,28,23,25",28
654850,"2,1,49,36,9,38,22,18,15,25","1,23"
332390,"2,22,29,18,23","25,4,23,3,2"
322080,"2,22,28,29,23","1,23"
434620,"2,22,29,23","4,23"
392020,"2,22,28,23,25","1,4,23"
372690,"2,22,30,15,25,17","4,23"
558340,"2,22,29,23","25,4"
305500,"2,22,18","1,23,3"
559870,"2,1,49,37,24,22,28,29,15,25,44","1,23,9"
204760,"2,1,22,18",1
384940,"2,22,28,29,23,25,43","1,4,23"
622370,"2,1,49,36,37,9,38,39,24,22,28,29,23,44","1,25,23"
599010,"2,22","28,2"
680680,"2,22,28","25,23"
399920,"2,22,29,25","1,4"
397160,"2,1,49,47,9,48,22,29","23,3,2"
802650,"2,22","4,23,9"
381900,"2,22,28,29,25,43",23
392970,"2,22,23","25,4"
665120,"2,1,49,36,9,38,22,18,25","1,4,23,28,18"
261920,2,57
742170,"2,22","72,37,23,28"
811540,"2,22","25,4,23,28"
351300,"2,22,29,23","1,23,3,28,2"
396350,"2,1,9,39,24,22,28,29,23,25,43,44","1,23"
520670,"1,49,36,37,9,38,24,27,22,18,15,44","1,23"
452450,"2,22,28,29","25,23"
386350,"2,1,37,24,22,29,15,25,32","23,2"
576380,"2,23","4,23,2"
766940,"2,22","23,3"
240340,"2,22,18","1,25,4"
386750,"2,1,49,37,24,22,28,29,23,25,44","1,23"
324090,"2,1,24,22,30,44","4,28,18,2"
544190,"2,22,29,23","25,4,23"
555610,"2,22,28,23","1,25,23"
780320,"2,22","25,4,23"
806230,"2,1,9,39,24,22,28,23,25,44","1,4,23,3"
331460,"2,22,28,29,23","25,4,23"
558790,"2,22,29,23","25,4"
739410,"2,22,18","1,23"
405720,"2,1,24,22,28,25,43,44","1,23"
278420,"2,22,28,23,43","1,25,23"
348400,"2,1,27,22,29","23,2"
316970,"2,22,29,18,23","1,25,23"
661670,"2,22,28","25,23,3"
390310,"2,22,29,18","3,28,2"
514990,"2,1,9,38,39,24,22,28,29,15,43,44","1,25,23,3"
317370,"2,22,29,23","23,3"
327440,"2,29,18","1,25,4,23,3"
542100,"2,22,23","4,23"
662470,"2,22","4,37,23"
780210,"2,22,23","23,28"
375040,"2,1,22,28,29","1,4,23,28"
411570,"2,22,13,23","23,3"
412490,"2,22,29","23,2"
775900,"2,1,49,36,22,28,29,23","9,28,18"
379990,"2,28","1,25,23,3"
495580,"2,1,49,36,22,30,17","1,37,23,2"
275060,"2,1,9,22,29,25","1,25"
603530,"2,1,9,39,24,22,28,29,23,44","1,23"
496320,"2,1,49,37,24,22,28,29,44","1,25,4,23"
611770,"2,1,9,39,24,22,28,29,44","1,23"
332400,"2,22,28,29,23","1,25,4,23,3,2"
454900,"2,22,29,23,25","1,23"
60700,"2,1,22","2,23"
551050,"2,22,29,35,23","1,25,23"
333490,"2,22,28,29","25,23"
689400,"2,22","4,37,23"
494600,"2,22,28,29,13,23,25","1,23"
497730,"2,22,28,29","25,23"
573600,"2,1,9,39,24,22,28,29,43,44",1
383750,"2,22,28,29,23,15,25,43","1,25,4"
405760,"2,22","1,23,28"
392190,"2,22,31","23,18"
