id,category,genre
238870,"2,22,29,25","1,2"
422900,"2,22,23,15,17,44","23,28,2"
570780,"2,22,29,23",3
388080,"2,22,29,23",57
354160,"2,1,22,28,29,23,25,43",9
588970,"2,22,29","4,23"
341090,"2,22,28,29,23,15,25","1,25,4,23"
383930,"2,22,28,29,23","1,25,23"
92600,"2,22,18,23,25","1,23"
38230,"2,22,23,15","4,28,2"
327310,"2,22,29,18,23","1,4,23"
526540,"2,1,24,27,22,28,29,23,25,44","1,4,23"
539670,"2,22,29","25,4,23"
45410,"2,1",9
297490,"2,22,28,29,23,15,25",23
511160,"2,22,29,23","1,25,23"
430210,"2,28,43","1,23"
312540,"2,22,29,18,23,25","1,25,3"
248970,"2,22,28,29","1,23"
316600,"2,22,28,29,23,25","1,23"
350020,"2,1","1,37,3"
237470,"2,1,27,22,29,17",2
374280,"1,49,36,22,29,35,23","1,37,29"
403180,"2,22,29,23","25,4,23"
541300,"2,1,49,36,47,9,38,48,22,28,15,41,42","1,25,23,29,28,70"
313400,"2,22,28,29","1,23"
254300,"1,20,49,36,9,38,35","25,29,3,2"
397150,"2,1,9,27","25,23,3,70"
207730,"2,1,22","1,2"
420930,"2,1,49,36,9,38,22,30,18","25,4,23,70"
251450,"2,1,49,36,35","37,3"
432290,"1,20,27,22,29,35","37,23,29,3,2"
37800,"2,22,23,15,25","23,4"
483980,"2,22,29,18,23","25,23"
529920,"2,22,29","25,23"
322680,"2,22,28,29,13,23,15","1,25,23"
33650,"2,22,25",4
583490,"2,22,29,30,23,15","4,23"
528670,"2,22,28,29","4,23"
543140,"2,22,29,23","4,23,28"
272600,"2,22,29","25,23"
576770,"2,22,29,30,23","25,4,23,3,2,70"
386490,"2,22,29,18","4,23,3"
391600,"2,1,49,36,22,28,29,23,15,25,43","1,25,23"
351100,"2,1,49,36,9,38,27,22,28,29,23,43","1,25,23,3,28"
511470,"2,22,29,23","4,23"
279990,"2,22,23,25","4,23,3,28"
346850,"2,22,29,23","1,25,37,2"
504130,"2,1,9,39,22,28,29,23,43,44","25,23"
317040,"2,1,22,29,18,23","1,3"
658560,"2,22,29","4,23"
416670,,"37,2,70"
695920,"2,22,18","25,4,3,28,2"
637670,"2,1,49,37,9,39,22,29,18,44","1,3"
361550,"2,22,28,29,23,15","25,23"
310700,"2,22,28,29,23","1,23"
451840,"2,1,9,38,22,25","1,23,2"
410820,"2,22,28,29,23","1,23"
511490,"2,22,28,29,13","25,23"
431510,"2,22,29,35","25,4,23,28"
473670,"2,22,29,23","23,28"
544180,"2,22,29",23
395570,"2,1,49,36,9,22,29,13,23,25,14","1,25,4,23,29,3,2"
278640,"2,22,29,18,15,25","1,25,23"
658980,"1,20,49,36,22","1,23,29,3,70"
617710,"2,22,29","1,4,23"
625470,"2,22","1,37,23"
518620,"2,22,28,29","1,23"
258950,"2,22,29,13,18,23","25,23"
429950,"2,22,28,29","1,25,23"
44100,"2,1,22,18","1,23,9"
266230,"2,22,29,18,23,25","23,3"
617160,"2,28,43","25,23"
378660,"2,22,28,29,23,43",25
746930,"1,20,49,36,22","23,29,3"
32200,"2,1,22","1,23,9,18"
685310,"2,22,35,23,15","4,37,2"
427470,"2,22,29,30","23,28,2"
406870,"2,22,29,23","25,4"
543260,"2,22,28,29,23,43","1,25,23"
288880,"2,22,29","1,25,23"
434220,"2,22,29","1,25,23,2"
371180,"2,22,28,29,23",1
553820,"2,22,29","1,4,23"
385410,"2,22,29,18","25,4,23"
46770,"2,1,27,29,30,17","23,28,2"
646200,"2,1,9,22","1,23,3"
456810,"2,22,28,29,23,25","1,4,23"
352010,"2,22,29,23","25,4,23"
347510,"2,22,28,29","1,4,23"
606730,"2,1,49,37,9,39,22,28,29,23,25,43,44",1
417880,"2,22,28,13,23,43","25,4,23"
339190,"2,22,29,23","25,23"
545410,"2,22,28,29","1,25,4,23"
525150,"2,1,49,37,24,22,29,18,44","1,23,2"
444160,"2,22,29,23,15","4,23,28"
314150,"2,1,9,24,22,28,29,23,25,44",1
691540,"2,1,24,22,28,23,15,44","1,37"
548080,"2,1,49,36,9,38,27,22,29,18","1,4,23,29,3,28"
608540,"2,22,28,29,23,25","1,4,23"
253610,"2,22,28,29,30,23,25,17","1,23"
359810,"2,22,29,23","25,23"
259660,"2,22,18,23","1,25,23,28,2"
575830,"2,22,29","1,25,23,3"
237550,"2,22,23,15","25,23,3"
650000,"2,22,31,23",1
741260,"2,22,23","4,23,28,2"
386420,"2,22,28,29","4,23"
341120,"2,22,28,29,25",23
286200,"2,22,29,15","25,4,23,3,2"
527990,"2,22,28,29,13,23","1,25,23,3"
593670,"2,22,28,29","1,4,23"
637100,"2,22,28,23,43","1,25"
330990,"2,22,29,23","25,4"
15400,"2,22","2,23"
461750,"2,18","4,37,23,2"
398100,"2,22,29,23","4,23"
369420,"2,22,29,23","25,4"
370020,"2,22,29,25","1,23,3,2"
671440,"2,23","23,28,2"
269370,"2,22,28,23,25","1,23,3"
707010,"1,20,49,36,35,23,8","1,37,23,29,3,70"
446840,"2,22,28,23,25,43","1,23"
431250,"2,1,49,36,37,22,29,18,23,44","1,23,2"
315070,"2,22,29,30,18,23","4,23"
268200,"2,22,29,30,18,23,25","1,25,2"
32160,"2,1,22,23,15,25","4,18"
458770,"2,1,49,36,37,24,22,28,29,23,25,43,44",9
433670,"2,22,28,43",28
406970,"2,22,29,18","25,23"
390290,"2,22,29","25,23"
403400,"2,22,25",1
46570,2,"25,23,3,2"
636400,"2,22,29","25,4,23"
474910,"2,22,29,23","25,23,2"
315920,"2,22,29,18,23","1,23"
345090,"2,22,29,23","4,23,2"
416600,"2,1,9,38,39,24,22,28,29,23,43,44","1,25,23,3"
244890,"2,22,28,29,23,25","1,23"
617420,"2,1,49,37,9,39,24,22,28,29,25,44","1,4,23"
581380,"2,22,29,18","25,23"
58400,"2,22,15,25","4,23"
304670,"2,22,29,23,15,25","4,23,2"
577230,"2,22,29,30,23","23,28,2"
553260,"2,22",2
781440,"2,22,28","1,25,37,23"
237350,"2,1,27,22,28","23,18,2"
283040,"2,22,29,17","25,23,3"
267340,"2,22,29,23","4,23,2"
534370,"2,22,28,29,30,23,43",28
509600,"2,22,29,15","1,25,2"
256010,"2,29,30,17","23,3,2"
212110,"2,22,29,18,23","1,23"
622920,"2,22,29","72,73,1,25,23,9,28,70"
61730,"2,1,9,38,48,39,24,22,18,23,8,25,44","1,4,23"
589780,"2,22,29","25,23"
202070,"2,22,18,25",1
339790,"2,1,22,15","9,28,18"
235980,"2,22,28,29,23,43","4,23"
252290,"2,22,30,23,15","25,23"
372750,"2,1,9,38,22,29,23","1,25,23,28,70"
414660,"2,22,29,23","25,4"
778230,"2,22","4,23,28,2"
381140,"2,22,28",1
611960,"2,1,9,39,29,44","1,4,23,28"
355280,"2,22,29","4,23"
230310,"2,29","1,37,23,3"
314240,"2,22,29,30,23,15","25,23,3,28,2"
495110,"2,22,29,23","25,4"
858060,"2,22,35,23,15","1,25,4,37,23,3,2"
293220,"1,22,28,29,30,15,25,43","1,23"
312630,"2,22,29,23,25","23,2"
458470,"2,22,29,23","25,4"
265950,"2,22,28,29,43","25,23"
512770,"2,1,49,37,9,39,24,22,29,23,44","1,23"
429580,"2,22,29",25
116100,"2,1,24,22,29,30,18,23,15,25,17,44","23,9"
373290,"2,1,9,39,24,22,29,18,23,25,44","1,23,3"
252550,"2,22,29,31,30,18,17","25,4,23"
205060,"2,18","1,23"
513880,"2,1,49,36,9,27,22,29,23","1,4,23,29,28,2,70"
512790,"2,22,29,13,18,23","25,23"
745940,"2,22","25,23,28"
463060,"2,22,35,23","25,4,37"
467930,"2,22,28,29","1,4,23"
431220,"2,22,28,29,23,25","1,25,23"
542550,"2,22,29","4,23,28"
262550,"2,22","1,23"
555950,"2,22,29,18,23,41,42",1
562330,"2,22,29,23","25,23,3,2"
650220,"2,1,49,36,24,22,29,23,44","23,28,2"
336610,"2,22,29,18,23,15","1,25,3"
279260,"2,22,29,23","25,23"
370170,"2,22,29","4,23"
576860,"2,22","74,25,4,37,23"
665090,"2,22,28,29,13,23,15","1,25,23,3"
317510,"2,22,29,25","1,4"
203990,"2,22,29,18,23,25","1,23"
399890,"2,22,29,23","25,4"
46520,"2,22,18,25","1,23"
255260,"2,1",28
523000,"2,22,29",28
246300,"2,29,18","1,25,23,28,70"
570770,"2,22,29,23",3
761890,"1,20,49,36,27,22,35","37,29,3"
386110,"2,22,29","25,23,3"
238630,"2,1,9,39,24,22,28,29,23,25,44","1,23"
521130,"2,22,29,23,15,25","4,23,2"
544310,"2,22,29","1,23,9"
303720,"2,1,9,39,24,22,28,29,25,43,44","1,23"
461760,"2,22,29,18,25","1,4,23"
783240,"1,49,36,9,38,15,25","1,25,4,37,23,29,70"
333300,"2,22,29","25,23,3,2"
105700,"2,1,24,22,18,23,25,44","1,25,23"
292480,"2,1,24,22,29,18,23,44","1,23"
381020,"2,1,9,39,24,22,28,30,23,43,44","1,23,28"
562490,"2,22,28,29","1,25,23"
363790,"2,22,28,29,23",23
290530,"2,9,22,29,18,23","1,23"
735450,"2,22","4,23"
243220,"2,22,18,23",23
587450,"2,18","23,28,70"
328270,"2,22,29","25,23"
251890,"2,1,9,27,22,28,29,31,17","25,23,28,70"
263880,"2,1,24,22,28,29,23,25,44","1,23"
398830,"2,1,9,27,22,28,29,23","1,25,4,23,9"
303510,"2,1,9,24,22,29,18,44","1,25,4,23"
494290,2,"1,23"
489380,"2,1,49,36,9,38,40","1,4,23,28"
327670,"2,22,29,23","23,3,2"
380670,"2,22,31,40,23,25","1,4,23,28,2"
437180,"2,22,29,18","1,23"
92220,"2,9,24,22,18,23,25","1,23"
389810,"2,22,29","1,23,3"
278570,"2,22,28,29,23","25,4,23"
398450,2,"25,37"
608990,"1,49,36,27","4,23,28,2,70"
628890,"2,22,29,23",28
555850,"2,22,29,23","1,4,23,28,2,70"
488280,"2,1,24,22,28,29,44","4,23"
418040,"2,22,29,25,17","4,23"
394450,"2,22,29,23","1,25,3,2"
346830,"2,22,29,18,23",3
270950,"2,1,22,18,23,17","4,28"
351250,"2,1,24,22,28,29,23,25,44","1,23"
432010,"2,22,29,18,23","4,23,3,28"
256030,"2,22,18,23,15","23,3"
396800,"2,22,29,23","4,23,2"
408410,"2,1,9,39,24,22,28,29,30,23,25,17,43,44","1,23,2"
266050,"2,22,29,18","1,25,23"
20710,"2,22","1,23,2"
415590,"2,1,49,36,9,38,22,28,29,43",1
561340,"2,22,29","4,23,28"
326340,"2,1,49,36,37,9,38,39,24,22,28,29,23,44","1,25,18"
355530,"2,22,29,18","25,4,23,3"
345200,"2,1,24,22,29,18,25,44","1,25,4,23"
293240,"2,22,29,18,23","1,25,23,2"
321270,"2,1,9,38,22,29,18,23",1
18050,"2,1,24,22,18,23,25,44","1,23,3"
380550,"2,22,28,29,23","1,23"
319450,"2,1,24,22,28,29,25,41,42,43,44","25,23"
603090,"2,22,29","25,23"
604040,"2,22,29,23","23,2"
270490,"2,22,29,23","25,23,3"
288370,"2,22,28,29,25,43","1,23"
280910,"2,1,22,29,18,25,14","1,23,9"
341870,"2,22,28,25","1,25,23"
684580,"2,1,49,36,9,38,22,29","25,23,3,28,2"
620130,"2,22,29","1,23,3"
458520,"2,1,49,36,37,22,29,18,23,15,25,44","1,25,23"
611980,"2,22,29","4,23"
789100,"2,1,9,38,35","4,37,28"
336090,"2,1,24,22,28,29,30,23,15,25,32,17,14,44","1,23"
288040,"2,22,29,13,18","25,23"
379320,"2,22,28,29,23","1,23"
263080,"2,22,28,29","1,23,3"
485890,"2,22,29",28
552450,"2,1,49,36,9,38,22,28,23,25","1,23"
277470,"2,22,28,29,23","25,23,3"
457730,"2,1,49,36,37,24,22,28,29,43,44","1,23,2"
294750,"2,22,29,23,25","1,23,2"
592200,"2,22,29,13","25,23,3"
502770,"2,22,29,23","4,23,28"
758530,"2,22,25","25,4,37,23,2"
409450,"2,22,29,30,23,15,17","23,3,2"
265810,"2,22,30,23","4,23,28,2"
274010,"2,22","1,28"
248800,"2,22,18","25,4,23,3"
308173,"2,22,29,13,30,23,17","23,28,2"
702890,"2,1,49,36,37,24,22,28,29,23,25,44",1
233510,"2,28,29","4,23"
529150,"2,22,15,25","23,2"
553960,"2,18","1,25,23"
299680,"2,22,23","25,4,23"
316720,"2,22",4
312790,"2,22,29,18,23,25","25,3,2"
393980,"2,22,29,23",4
296630,"2,22,13,23","1,25,37,23"
233530,"2,29,18","1,23"
265670,"2,22,29,30,18,23,15,17","25,23"
568780,"2,22,29,23,15,25","23,28,2"
387370,"2,30,17","23,28,2"
340220,"2,1,22,29,23","23,2"
427030,"2,22,29,18,23",3
406730,"2,22,29",23
473530,"2,1,49,37,9,39,24,22,28,29,30,23,25,17","1,25,23"
343090,"2,29","23,28"
21640,"2,1,24,22,18,44","4,2"
503580,"2,22,29,40","1,25,4,23"
252830,"2,22,29,18","1,25,23"
581520,"2,22,29,18","25,4,28"
298560,"2,22,30,23","1,23"
305940,"2,22,29,23,15","23,28,2"
343340,"2,22,28,29,15,25","1,23"
521350,"1,49,37,24,22,28,15,43,44","4,23"
17140,"2,22","3,2"
384310,"2,22,29,23,15","25,23,3,28,2"
619880,"1,49,36,22,28,29,23","1,23"
203560,"2,22,25","4,23"
547090,"2,22,29,18","1,25,23"
340520,"2,1,9,39,24,22,28,29,23,25,44","1,23"
262750,"1,22,29,18","1,23,28,2"
725340,"2,22,23","4,37,23,2"
575330,"2,1,49,36,37,24,27,22,28,29,30,23,25,44","25,23,28"
497020,"2,22,29","25,4"
320840,"2,22,29,18","1,28"
262900,"2,22,29","4,23,28,2"
372820,"1,22,29,18","1,37,23,70"
370050,"2,22,23,15,25,17","4,23,2"
264160,"2,1,49,36,9,38,27,22,28,29,13,30,23,25,43","1,23,3,2"
440880,"2,22,28,29,23,43","25,23,3"
296220,"2,22,29","25,4,2"
753610,2,"73,74,1,4,37,23,2,70"
257790,"2,1,22,28,29,25,43","1,23,9,28,18"
522010,"2,22,29,14","1,25,4,23,28"
502940,"2,22,29,18","4,23"
461390,"2,1,49,37,9,39,24,22,29,30,18,23,17,44","25,23"
237760,"2,22,23,15,25","1,23"
401550,"2,28","23,3"
288140,"2,1,9,27,22,28,30,35,23,17","23,28,18,2"
341860,"2,18,23","1,25,23"
512550,"2,22,29,18","1,25,23"
545590,"2,22,29,23",4
393520,"2,22,28,29,23,43","1,25,23"
205080,"2,28,29","1,23"
264060,"2,22,28,29,23","25,4,23"
368710,"2,22,29,23,17","4,23,2"
324510,"1,20,49,36,9,38,27,22,28,43","1,25,23,29,3"
216130,"2,1,22,29","23,2"
418120,"2,22,28,29,23","1,25,23,3"
346420,"2,22,29,23","23,3,28"
585970,"2,22,29,23,15,25","1,4,23"
275290,"2,22",2
680310,"2,22,29,35,25","4,37,28"
612930,"2,1,49,36,37,24,22,28,29,44","1,23"
656200,"2,22,30,23","23,28,18,2,70"
301150,"2,22,29,14","25,4,23"
550080,"2,1,49,36,9,38,22,29,18,23",1
322900,"2,1,22,29,30,18,23,15,25,17","23,2"
665890,"2,1,49,36,9,38,27,22","1,37,23"
383270,"2,22,28,23,43","25,23"
342310,"2,1,49,37,9,39,24,22,28,44","23,28,2"
541570,"2,22,28,29","25,23"
555150,"2,22,28,29,23,14,43","25,23"
290260,"2,22,28,23,44",23
204960,"2,1,9,24,22,18,23,15,25,44","4,23"
264560,"2,22,29,13","25,23,3"
457490,"2,22,29","4,23,3,28"
460910,"2,1,9,39,22,28,29,44","1,23"
35320,"2,1,22",9
419590,"2,22,29,23","1,25,23,2"
271370,2,"28,2"
311910,"2,22,15",28
249610,"2,1,9,22,29,23,15","1,4,23"
252570,"2,22,29","1,25,23"
307590,"2,1,24,22,28,29,23,25,43,44","1,23"
714020,"1,49,36,22,35","25,37,23,3,70"
319550,"2,22,29,18,25","4,9"
92200,"2,22,18,23,25","1,23"
457320,"2,1,49,36,24,27,22,23,25,44","1,23,18"
202410,"2,22,15","1,23"
247870,"2,22","23,3,28,2"
634200,"2,22,29",2
368970,"2,22,29,18","25,23"
351090,"2,22,29,23",4
351400,"2,1,24,22,28,29,23,44","1,2"
401810,"2,22,28,29,23,25,43","1,25,23"
358460,"2,1,9,22,29,23,25",2
200410,"2,22,18,23,15,25","1,23,28"
410890,"2,22,29,23",25
757810,"2,1,49,37,30,23,44","37,29"
495050,"2,22,28,29,25,43",1
622170,"2,1,49,36,22,29,25",1
99400,"2,22,18","1,23"
464800,"2,29,35","25,4,37"
307090,"2,22,29,18","1,23,70"
486880,"2,23","4,23,2"
303430,"2,22,28,29,23,25,43","1,25,4,23"
251230,"2,1,9,22,28,29,23,43","1,25,23"
531680,"2,1,49,37,9,38,22,29,30,23,17,44","23,28,2"
540190,"2,22,29,25","4,23"
341730,"2,22,28,29,23","1,23"
410430,"2,22,29","25,23"
257690,"2,22,29,13","25,23"
404640,"2,22,29,23","23,28,2"
508790,"2,1,49,37,9,39,24,22,28,23,44","1,23"
291390,"2,22,28,29,23","1,23"
223410,"1,20,22,29","23,29,3"
494230,"2,22,29,23","25,4,23,28"
216090,"2,22,29","4,23,2"
359350,"2,22,28,29,23,25,43","25,23,9"
407310,"2,29","1,4,23,28"
381870,"2,1,24,22,29,23,17,44",23
260330,"2,22,29,30,25,17","1,23,2"
299340,"2,22,29,30","1,23,28,2"
377870,"2,1,24,22,28,29,23,25,44",1
504880,"2,22,29,23","1,25,4,23,28,2"
252750,"2,22,28,29,23,15,25,17","1,25,4,23,2"
341950,"2,1,27,22,29,15,25,17","23,2"
859700,"2,22,28,15,25","1,28,18"
298930,"2,22","25,23"
258590,"2,22,28","1,25"
763520,"2,22","1,25,4,23"
790600,"1,49,36,22,29,35","37,23,2"
628770,"2,22,28,29,30,23,15,25","23,3"
625370,"2,22,29,18","25,23"
313780,"2,22,28,29,23,43","25,23"
362660,"2,22,29","25,23,28"
403510,"2,22,29,23","25,4"
268810,"2,22,29","25,4,23"
340340,"2,22,28,29,23","4,23,28"
310850,"2,22,28,29,15,25","1,25,23"
454100,"2,22,28,29,23","1,25,23"
205070,"2,28,23","1,23"
587390,"2,22,29","1,4,23"
248290,"2,22,29","4,23,28,2"
348530,"2,22,29,23,15,17","1,25,23"
416770,"2,22,23","4,23"
450670,"2,1,49,36,22,28,23,15,43","1,23,9"
453750,"2,22","4,23,28,2"
250640,"2,1,49,37,24,22,29,18,23,25,44","1,4,23"
433100,"2,22,28,29,31,23,43","25,23"
468530,"2,22",25
543870,"2,1,49,37,22,28,23,15,25,44","1,25,2"
409890,"2,22,29,18,23",3
506730,"2,1,9,27,22,28,29","1,23"
341550,"2,1,9,38,39,24,22,29,18,23,25,44","1,23"
341530,"1,24,22,28,29,44","1,23"
375840,"22,29","52,57"
355060,"2,1,22,29,18,23","9,28,18"
531240,"2,22,29","1,25,23"
513820,"2,22,28,29,23","1,4,23,2"
400800,"2,1,22,29,18,23","9,28,18"
377080,"2,22,29,23","25,23"
690060,"2,22,28","37,23"
259430,"2,29,23","1,23,3"
283000,"2,1,9,24,22,29,30,23,44","23,2"
251830,"2,22,29,18,23","1,25,23"
388620,"2,22,29,30,18,23,25,17","25,23,2"
243280,"2,22,28,29,25","1,23,2"
525190,"2,22,29,18","1,25,23"
317300,"2,22,29,18,23","25,23,28"
58230,"2,22,29,18,23,14","25,4,23"
367000,"2,22,29,18,23,15,25","4,23"
711660,"2,22,29,23","25,4,23"
512740,"2,22,28,29,23","4,23"
340280,"2,22,29,18",23
454220,"2,22,29,23","25,23,28"
240440,"2,22,30,23,15,14","1,25,23"
334690,"2,22,28,29,23","1,25,23"
412770,"2,28,29,23","1,23,2"
253390,"2,22,28,29,15","1,25,23,3"
505640,"2,1,49,36,37,24,27,22,23,44","23,2"
240620,"2,1,49,36,9,38,22,28,29,23","1,25,23,3"
351340,"2,29","25,23"
631660,"2,1,49,36,27","4,37,18,2"
92210,"2,22,18,23,25","1,23"
568860,"2,29","1,4,2"
438130,"2,22,29,18,23",25
270810,"2,22,29","1,4,23,9"
589460,"2,1,9,38,39,22,15,25,44","73,1,4,37,23"
292400,"2,22,29,13,18,23","25,23,3"
455120,"2,1,49,36,9,38,22,29","1,25,23"
552440,"2,22,30,23,17","1,25,23"
292200,"2,22,29","4,23,2"
448240,"2,1,22,15","1,4,23,28"
490230,"2,22,28","1,37,23"
449710,"2,22,23,25","23,28,2"
306680,"2,22","4,23"
427910,"2,22,29","25,4,23,3,2"
313130,"2,22,23,15",23
597840,"22,29,30,23","51,53,55,57"
336300,"2,22","23,28,2"
338120,"2,22,28,29","4,23"
265170,"2,1,18,23","1,23"
242130,"2,1,22,28,29,30,17","1,23,28"
407680,"2,22,29","4,23,28"
280360,"2,22,23","25,23,3,28,2"
345860,"2,22,28,29,25","1,23"
264340,"2,22,29,23,25","1,25,4,23"
421810,"2,22,28,29","25,4,23,3,2"
330000,"2,1,27,22,29,35","37,2"
262790,"2,22,29,18,23","1,23,3"
467660,"2,22,28,23","73,74,25,3"
488910,"2,1,20,49,36,22,35","37,23,2"
445110,"2,1,24,22,29,18,25,44","1,25,4,23"
300320,"2,22,29",2
384500,"2,1,49,37,9,39,24,22,28,29,15,25,43,44","1,25,23,3"
105420,"2,1,9,24,22,28,23,25,43,44","1,23"
423620,"2,1,49,36,22,29,23","1,23,3,2"
697610,"2,22,35,23,15","4,37"
317440,"2,22,28,29","1,4,23,9,28,18"
255340,"2,22,28,29,30,23,17,43","1,4,23"
277520,"2,22,28,43","1,25,23"
371900,"2,22,29","25,23"
492600,"2,22,28,29","25,23"
363510,"2,22,29","1,25,4,23,3,28"
348700,"2,1,9,22,15,17","1,37,23"
431260,"2,22,29,23","25,23"
565110,"2,22,29,18,25","1,23"
538060,"2,22,29,23,25","4,23,28"
608660,"2,22,28,29,30,23,25,17","25,23,9,28,18"
530020,"2,22,28,29,23,43","1,25,23,3"
251210,"2,1,27,22,28,29,15,25,32","4,23,2"
288120,"2,18,23","25,23,3,2"
576160,"2,22,29,18,23","25,4,23"
282050,"2,1,22,18,23,25","9,28,18"
415350,"2,22,28,29,25","1,23"
302690,"2,22,29,13","25,23"
270270,"2,22,28,23,15","1,23,3"
280720,"2,22,28,29,13,30,23,25,17,43","23,28,2"
654050,"2,1,49,37,9,39,24,22,28,29,23,44","1,23,3,28,2"
353090,"2,1,9,24,27,22,28,29,23,15,25,44","1,4,23"
550840,"2,22,28,29,23","1,25,23,3"
291710,"2,22,29","25,23"
338130,"2,1,24,22,29,44",2
588710,"2,22,29","25,23"
436140,"2,22,29,23,41,42","4,23,2"
17120,"2,22","2,28"
447780,"2,22,29,23",25
402130,"2,1,49,36,22,28,29,25,43",9
680360,"2,22,29,18,23","1,25,23,3"
384250,"2,22,28,29,23,15,25,43","1,23"
457760,"2,22,28,29,23",1
314180,"2,1,24,22,28,29,23,25,44","1,23"
578850,"2,22,29,30,18,23,15,25","1,23"
394280,"2,22,29,23","25,4"
306550,"2,1,24,22,28,29,23,25,44","23,3"
451780,"2,22,28,29,23","3,2"
404200,"2,22,28,23,43","3,2"
268320,"2,22,29,18",23
340270,"2,22,28,29","4,23"
474210,"2,22,28,29,30,23,25,17","1,23"
299540,"2,22,13,23","23,3"
376310,"1,20,22,29","23,29,3"
525510,"2,1,49,36,37,9,38,39,24,27,22,28,15,43,44","1,25"
357200,"2,22,28,29","25,23,3"
466420,"2,1,24,22,29,18,44","1,25,4,23,3"
471170,"2,22,29,23,17,41,42","4,23,28,2"
476240,"2,22,29,23","4,23,2"
319140,"2,22,18,23","1,23"
386640,"2,1,20,9","37,29,2"
330270,"2,1,49,36,37,9,38,39,24,22,29,18,44","1,23,3"
636450,"2,22,28,29,40,23,25,43","1,4,23"
391170,"2,22,28,29,25","1,23"
458730,"2,22,29,18,23",3
390710,"2,1,49,36,37,24,22,28,29,23,15,25,44","1,23"
303690,"22,29,23,25","1,25,3"
500940,"2,22,29","1,4,23"
252430,"2,1,24,22,28,29,25,44","1,23"
335190,"2,1,22,28,29,23,15,25","25,23,3"
491330,"2,22,29,23","4,23,2"
640590,"2,1,49,37,9,39,22,28,41,42,43,44",1
431650,"2,22,28,29,23","1,25,23"
409870,"2,22,29,18,23",3
39110,"2,22",4
571530,"2,22,28,29,23","1,3"
340770,"2,22,28,29,25","1,4,23"
389510,"2,1,49,36,24,27,22,28,29,44","1,4,23,9,28,18"
437390,"2,22,28,29,23,25,43","1,4,23"
588160,"2,22,29,23","28,2"
562410,"2,22,29,18,23","1,25,4,23,28"
57000,"2,22","1,25"
223450,"2,28","1,23,9"
347290,"2,22,28,29,23,43","1,23"
212780,"2,22,18","23,28,18"
299950,"2,22,28,29,23","1,23"
509800,2,"72,25,4,37,23"
277510,"2,22,28,29","1,25,4,23"
395160,"2,22,28,29,43","25,23"
453340,"2,22,23","4,23"
523210,"2,22,29","4,23"
427510,"2,22,29,18,23","1,25"
102810,"2,1,9,24,22,29,18,23,25,44","1,25,23"
265830,"2,28,29,43","1,25,23"
448370,"2,22,29,23,25","1,23"
344240,"2,22,28,29,23","1,25,23,3,2"
444720,"2,22,28,29,25","1,25,23,3"
526920,"2,1,49,36,9,38,27,22,29,18,15,25","1,4,23,9,18"
803030,"2,22","4,37,23"
210870,"2,1,24,44",23
200190,"2,1,9,39,24,22,18,23,25,44","25,23"
373390,"2,22,23,44","25,23,3,2"
73060,"2,1",2
251270,"2,22,28,29,23","25,23,3"
429940,"2,22","25,4,23"
610960,"2,22,29,18,23","1,25,23,3"
296930,"2,1,24,22,29,18,15,44","1,25,23,3"
586160,"2,22,28,29","1,23"
318130,"2,22,28,29,23,15","23,3"
564050,"2,1,49,37,9,39,22,28,29,25,41,42,43,44","1,25,23"
256390,"2,1,22,18,23","9,28,18"
723090,"2,22,28,29,23",3
394700,"2,22,29","25,4,23"
327260,"2,22,28,29,15,25",23
239090,"2,1,49,37,9,39,24,22,18,15,44","1,23"
392410,"2,22,28,29,23","1,25,23"
602930,"2,22,29,23","4,23"
449120,"2,22,29","1,4,23,2"
288260,"2,1,22,29,23,25","1,4,23,2"
293520,"2,22,28,23,25","23,28"
444140,"2,22,29,13,18,23","25,4"
421740,"2,22,29,23","25,23"
528300,"2,22,28,29","25,23"
326150,"2,22,28,29","1,23,3"
477740,"2,22,29,18,23",25
306670,"2,1,9,22,28,43","1,25"
369030,"2,22,25","1,4,37,23"
491000,"2,22,29,18",23
601930,"2,22,28,29,23","1,25,4,23"
555830,"2,1,49,36,22,29","1,4,23,29"
278440,"2,22,29,30,23,25,17","23,28"
116120,"2,22,28,25","1,4,23"
291930,"2,22,29,25","28,2"
403940,"2,22,29,23","1,23,3"
317100,"2,22,28,13,23,25,14","1,25,23"
424250,"2,22","25,23,3,2"
614660,"2,22,29,25","23,2"
381170,"2,22,29,13,23,15,25","1,25,23"
211800,"2,22,29,23,15,25","4,23"
294460,"2,22,28,29,25","1,25,23"
330660,"2,22,29,17","1,23,28"
480640,"2,22,29,35","3,2"
607880,"2,1,49,36,9,38,22,28,23",3
400160,"2,1,49,37,9,39,24,29,18,23,25,44","23,2"
45730,"2,22,28,25","1,25"
489000,"1,20,49,36,9,38,27,22,29,35","37,23,29,3,2"
447290,"2,1,9,39,22,28,29,23,44","1,23"
34920,"2,22,18,25","1,4,23"
491010,"2,22,29,18,23","1,25,23"
582290,"2,1,49,36,22,29,18",25
357600,"2,22,29,30,23,17","4,23,2"
346470,"2,1,49,36,37,9,38,39,24,22,18,23,15,44","28,18"
567060,"2,22,29","73,74,1,23"
691690,"2,1,49,36,22,29,13,23","25,23,3,2"
524850,"2,22,29","25,23"
388320,"2,22,29,13","1,25,23"
393150,"2,22,29,23","25,4"
556820,"2,1,49,36,27,22,29,35","37,23,2"
250660,"2,22,18,23,25","1,25,23"
436500,"2,22,29,18","25,4,23,3,28"
