id,category,genre
205910,"2,22,28,29,23,15,25",23
233740,"2,22,28,29,23,25","23,2"
218060,"2,28,29,23","1,23"
326410,"2,1,9,27,22,28,29,23","1,25,23,3"
252330,"2,22,29,18,23,15,25","1,25,23"
306020,"2,1,9,38,27,22,23,25","1,2"
277430,"2,22,29,18,23,25",1
398710,"2,1,24,27,22,28,29,23,25,44","1,4,23"
38700,"2,22,28,23,17","4,23"
613100,"2,22,28,29,30,23,42","23,28"
297130,"2,22,28,43","1,25,23"
314020,"2,22,29","25,4,23"
570940,"2,1,22,28,41,42,43",1
485510,"2,1,49,36,9,38,22,28,29,23,15,25","1,3"
331600,"2,1,24,22,18,44",1
352400,"2,1,24,22,28,23,41,42,43,44","1,25"
2870,"2,22,28,29,13,30,23","1,28"
249230,"2,22,29,13,18,23",3
231740,"2,22,29","23,3"
115100,"2,22,29,18,23","25,4,3"
92100,"2,1,49,36,9,22,29","23,2"
93200,"2,22,29,23","1,23,2"
463210,"2,29","1,4,23,28"
97000,"2,22,18,23,15","1,25,4,23,28"
446800,"2,22,30",28
251170,"1,9,22,29,18",25
267530,"2,1,24,22,28,23,41,42,43,44","1,25"
223220,"2,1,49,37,24,22,28,29,23,25,41,42,43,44","1,23"
383150,"2,1,9,38,22,28,29,13,23,15,43",1
98400,"2,22,18,15,25","1,23"
405640,"2,22,29,15",23
377840,"2,22,29,18,23,41,42",3
276810,"2,1,49,36,22,29,18,23","3,2"
207690,"2,22,29","25,4,23"
323320,"2,22,28,29,23,43","25,4,23"
415200,"2,22,29,30,23","9,28,18,2"
313690,"2,1,24,22,28,23,41,42,43,44","1,25"
318430,"2,22,28,29","25,23"
288160,"2,22,29,23","25,23"
235800,"2,1,24,28,30,44",23
338170,"1,22,30,15,25,17","1,23"
363680,"2,1,49,36,9,38,22,29,23,8",2
204240,"2,22,28,29,23,43","25,4,23,2"
291010,"2,22,29,13","1,25,23"
22200,"2,22,29,23","1,23"
488790,"2,22,29,18,41,42",3
426000,"2,22,29","23,28"
434170,"2,1,49,37,9,39,22,28,29,23,41,42,43,44","4,23,2"
675010,"2,1,9,38,27,22,28,29,30,23",28
391040,"2,1,22,28,29,30,23,25,43","9,28,18"
420110,"2,22,29,23","4,23"
55040,"2,1,9,39,24,22,18,15,44","23,2"
266210,"2,22,29,18,23","23,3"
397340,"2,22,30,18,23","23,28"
233150,"2,22,28,29,23,25","1,23,28"
437920,"2,1,49,36,37,24,22,28,29,25,41,42,43,44","4,23"
6120,"2,1,24,22,28,23,43,44","1,23"
214830,"2,1,9,22,28,23,15,25","1,4,3"
61700,"2,1,9,18,23,8,25","3,2"
255070,"2,1,49,36,37,9,38,39,24,22,28,29,23,25,43,44","1,25,23"
55140,"2,1,22,18,23",9
218820,"2,1,9,24,27,22,28,29,23,43,44","1,25,23,3"
331670,"2,1,49,37,9,39,22,18,23,41,42,44","4,23,2"
654880,"2,13,18","4,23,28"
203750,"2,1,9,22,28,23,25,43",1
249650,"2,22,29,23","23,3,2"
368370,"2,22,29","25,4,23,28"
211160,"2,22,25","1,25"
286000,"2,1,49,36,37,24,22,28,29,30,25,17,43,44","1,4,23,2"
40960,"2,1,49,36,22,29,30,23","28,2"
246420,"2,22,29,23",2
397460,"2,1,49,37,9,39,22,29,18,23,41,42,44","4,23,2"
329050,"2,22,28,29,23",1
564310,"2,1,49,36,37,9,38,39,24,27,22,28,30,23,25,17,44","1,23"
266010,"2,22,29,23,44","4,23"
335670,"2,22,29,18,23","25,23,3"
99300,"2,1,9,24,22,28,25,43,44",1
314450,"2,1,24,22,28,29,23,44","1,23,2"
291860,"2,1,9,38,39,24,22,28,29,23,43,44","1,23,3,2"
529180,"2,1,49,36,47,9,38,48,30","1,25,29,3,28,70"
78000,"2,22,41,42","4,2"
108200,"2,1,49,36,47,37,24,27,22,32,41,42,44","4,23,2"
449540,"2,22,29,30,23,25","4,23"
236690,"2,1,49,36,37,22,28,29,35,23,43,44","18,2"
235210,"2,22,28,29,23,25,43","1,25"
447530,"2,22,29,23,41,42","25,23,28"
396750,"2,22,28,29,23","1,23"
637090,"2,1,49,36,27,22,29,23,44","1,25,2"
668630,"2,22,29,23","25,4,23"
495890,"2,22,29","4,23"
32460,"2,22,28,23,41,42,43",25
280160,"2,1,9,38,27,22,28,29,13,30,23,17,41,42,43","1,25,23"
360740,"2,22,18,25,41,42","1,25,23"
215510,"2,1,9,38,24,22,28,29,23,44","25,23"
327030,"2,1,49,36,37,24,22,28,29,30,23,25,41,42,43,44","1,2"
383980,"2,1,49,36,37,9,39,24,22,28,29,23,15,25,41,42,43,44",23
527230,"2,1,49,36,37,9,38,39,24,22,28,29,23,41,42,43,44","25,23,3,2"
429660,"2,1,24,22,28,29,23,41,42,43,44","1,3"
310080,"2,22,29","4,23,28"
434730,"2,1,49,36,9,38,22,28,29,30","1,25"
388880,"2,22,28,29,13,23,43","25,23"
204630,"2,22,28,29,23,25","1,25,23,9"
424840,"2,22,28,29,23,43",25
226720,"2,1,28,29,13,23,43",1
225160,"2,22,28,29,23,17",1
536220,"2,22,28",25
407840,"2,1,9,38,39,24,22,29,35,18,15,44","1,23,3"
208520,"2,22,29,23","28,2"
227860,"2,1,49,36,47,9,38,48,27,22,30,17","23,28,2"
217140,"2,1,49,36,22,29,30,18,23,25,17,16",1
384300,"22,29","53,57"
498240,"2,22,28",25
208730,"2,22,28,43","1,3"
221810,"2,1,24,22,28,23,43,44",25
421020,"2,1,49,36,22,28,29,23,8","9,28,18"
434460,"2,1,49,36,37,9,39,24,22,28,29,23,25,44","1,23,9,2"
346940,"2,22,30,23,17","25,23,3,2"
298520,"2,1,24,27,22,28,29,15,25,44","1,23,28"
526740,"2,22,29,25","23,28"
63700,"2,22,18,23,25","1,4,23"
467960,"2,22,29,23","25,4,23,3,28,2"
243950,"2,1,22,29,23,25","1,3,2"
388210,"2,22,28,29,23,14,41,42,43",25
378860,"2,1,49,36,22,23,25",9
341500,"2,22,28,29,30,23,15,17","1,25,23,2"
45770,"2,1,9,22,29,18,23","1,25"
433950,"2,22,28,29,23,25","1,4,23"
445980,"2,1,9,39,24,22,28,29,23,41,42,43,44","1,25,23"
519190,"2,1,49,36,22","1,23,3"
251730,"2,22,29,30,23,17","25,23,3"
391260,"2,22,28,29,13,23","1,25,23,3"
314410,"2,1,49,36,37,9,38,39,24,27,22,28,29,23,44","1,25,23,3"
772540,"2,22","1,25,28"
341310,"2,22,28,29,23","25,23,3"
593600,"2,1,49,36,9,38,22,29,18","1,25,4,29,3,2"
237630,"2,22,28,29,23,25,41,42,43","1,25,4"
254440,"2,1,22,28,29,30,23,25,43","4,23,28,18,2"
20820,"2,1,24,22,18,23,25,44","1,23"
272470,"2,1,9,22,28,29,23,15,25,43","1,25,23,3"
411300,"2,22,28,29,23,43","1,25,3"
407230,"2,22,28,29,13,23","1,25,23,3"
251150,"2,22,29,18,23",3
216890,"2,1,49,36,37,24,44","18,2"
231330,"2,1,9,22,29,18,23,25","1,25"
115800,"2,22,28,29,23,25,43","1,25,23"
220740,"2,22,29,23,41,42","25,23"
666140,"2,22,28,29,23,41,42,43","25,4,23,3,28"
40980,"2,1,9,22,29,30,23,17","28,2"
38720,"2,22,23","4,23,2"
115110,"2,18","25,23"
250460,"2,22,28,23,25,41,42","4,23,28"
428550,"2,22,28,29,23,43","1,25,23"
214790,2,"25,23,2"
423580,"2,22,29,30,23","28,2"
95300,"2,1,24,22,18,23,15,44","1,23"
438640,"2,1,24,22,28,41,42,43,44","1,25"
292140,"2,22,29,18,23",3
555220,"2,22,29,23,41,42","25,23"
246580,"2,1,22,29,18,23,25",1
298050,"2,1,22,29,23,15",2
438490,"2,1,9,22,28,23,25","1,3"
245280,"2,22,28,23","1,25"
308420,"2,22,28,29,23,15,25,43","1,23,3"
293780,"2,1,49,37,24,22,28,29,23,43,44","1,23,3"
341940,"2,22,29,18,23,25","1,23"
275100,"2,22,28,29","25,4,23"
250260,"2,22,28,29,43","25,23"
73010,"2,22",28
370360,"2,22,23,25,17","23,28"
413410,"2,22,28,29,23,41,42",25
261760,"2,22,28,29,23,43","1,23,3"
322190,"2,22,28,29,23,43","1,25,23,3,2"
345350,"2,22,29,18,23",3
359310,"2,22,28,23","1,25,23,3"
512250,"2,1,24,27,22,29,23,25,44","23,28"
296870,"2,22,28,29,13,43","25,4,23"
304730,"2,22","4,23,28"
394690,"2,1,20,49,36,9,38,22,30,18,23,8,15,25","1,25,4,23,29,9,70"
312610,"2,1,9,38,39,22,28,29,23,25,41,42,43,44",1
220820,"2,22,28,29,23,15,25,43","1,23,9"
368070,"2,1,49,36,22,18,23",1
473690,"2,1,49,36,9,38,22,28,43","1,25,23"
491950,"2,22,29,23","25,23,28"
253650,"2,22,28,29,23","1,4,23,28"
344850,"2,22,29,23","23,28,2"
601430,"2,22,29,23","1,25"
241240,"2,1,9,38,27,22,29,30,17","4,23,28"
274290,"2,22,29,13","25,23"
250340,"2,1,22,29","1,23,28"
354240,"2,22,29,14","4,23"
415880,"2,1,49,36,37,9,38,39,24,27,22,28,43,44","1,23,18"
249870,"2,22,29,30,23","1,25,4,2"
243800,"2,1,9,22,28,29,23,8,15,25,43","1,9,18"
712100,"2,1,49,36,47,9,38,48,22","1,2"
252110,"2,1,9,39,24,22,28,29,23,41,42,43,44","1,23,28"
372360,"2,1,9,39,22,28,29,23,41,42,43,44",3
410110,"2,22,28,29,25","1,23"
572410,"2,1,49,36,9,38,22,29,30","1,28,2"
602520,"2,22,29,23","4,23"
219910,"2,22,29,23,42","25,23"
639790,"2,22,28,29","1,4,23"
423230,"2,22,28,29,25,43",1
503560,"2,22,29,30,23,15,17","4,23,28,2"
526160,"2,1,9,38,22,28,29,13,43","1,25,23,3,28"
238240,"2,1,9,22,29","1,25,23,3"
251130,"2,22,29,13,30,18,23,25","23,3,2"
243120,"2,22,29,18","1,25,23"
481510,"2,22,28,29,43",25
301970,"2,1,24,27,22,28,29,23,43,44","1,23"
264240,"2,22,29,23,25","1,25,23,3"
399790,"2,22,28,29,23","25,23,3"
200010,"2,22,28,23,25,43","4,2"
211260,"2,22,28,29,23,25","1,23"
300380,"2,1,9,39,24,22,28,29,13,23,15,41,42,43,44","1,25,23,9,28"
38600,"2,22,29","4,23,3"
251470,"2,1,24,22,28,29,23,15,41,42,43,44","1,23"
98300,"2,22,18,23,25","1,4,28,2"
405310,"2,1,24,22,28,41,42,43,44","1,25"
369990,"2,1,49,36,9,38,27,22,29,30,23,15","23,2"
107800,"2,22,18,23","1,4,23"
375820,"2,22,29,23","4,23,28"
306660,"2,1,27,22,29,15,25","23,28,2"
611790,"2,22,28,29,13","25,4,23,3,28"
269770,"2,1,9,38,22,28,23,25","1,25,23,3,70"
238280,"2,1,49,37,9,39,24,22,28,29,31,44","1,23,3"
274310,"2,22,28,29,23,43","23,3"
272270,"2,22,18,23,42","25,23,3,2"
221540,"2,1,9,24,22,28,29,13,30,23,15,25,17,43,44","23,2"
464060,"2,22,28,29,23","1,23"
289090,"2,22,29,15","25,4,23,3,28"
406150,"2,22,28,29,23,41,42,43","25,4,23"
582550,"2,22,29,23","4,23,28"
314660,"2,22,28,29,23,25","1,25,23"
560130,"2,22,29,30,23,42",3
396160,"2,22,28,29,13,23","1,25,23,3"
585550,"2,22,29,30,18,23,15,25","1,4,23,28"
247240,"2,22,28,29,25,43","1,25,23"
307670,"2,22,28,29,23","25,23,3,2"
448280,"2,22,29,13,31,40",28
205610,"2,1,22,28,29","1,28,2"
360380,"2,22,29,23,25","25,23,2"
410320,"2,1,9,24,22,28,29,23,41,42,43,44",1
35480,"2,22,15,25","2,23,4"
244730,"2,1,24,22,28,29,23,25,43,44","1,23"
375910,"2,22,29","28,2"
22610,"2,1,9,22,18",1
339340,"2,22,28,29,23","1,25"
425580,"2,22,29,23","25,23"
225280,"2,1,9,22,28,29,23,25,43","1,23,3"
445220,"2,1,49,36,47,9,38,48,27,22,29,30,8,15","1,23,28"
429570,"2,22,28",25
608800,"1,49,36,9,38,22,30,35,18,15","1,25,23,28"
459220,"2,1,49,36,9,38,22,28,29,13,23,25,43",2
496460,"2,30,23","23,28,2"
282210,"2,22,29,25",2
393080,"2,1,49,36,9,38,22",1
250620,"2,22,28,29,23,43","1,25,23"
463150,"2,22,28,29,23,25,41,42,43","1,23"
705120,"2,22,29,13,23,15","25,4,23,2"
292910,"2,22,29,23,14,41,42",25
381120,"2,22,28,29,13,15,43","25,23,3,28"
230700,"2,22,28,29,23","1,25,23"
237890,"2,22,28,29,23,25","25,3,2"
244870,"2,22,28,29,23,25,43","1,23"
351290,"2,1,49,36,22","1,25,23,29,28"
233700,"2,22,28,29","4,23,3,2"
286040,"2,22,29,18,23,15,25","1,23"
321360,"2,1,49,36,47,9,38,22,28,29,30,35,23,15,25,17,43","1,25,23"
503300,"2,22,29,23","25,23,28"
343710,"2,22,28,29,23","25,23"
446020,"2,22,18","25,23,28"
232750,"2,22,28,29,23,43","1,3"
204530,"2,22,29,23,25","1,23,2"
203830,"2,22,29","25,23"
205650,"2,22,29,18,23",25
486310,"1,20,9,38,22,29,23,25","25,23,29"
253230,"2,1,9,39,24,22,28,29,13,30,23,15,17,41,42,43,44","25,23"
35460,"2,22,18,15,25","1,25,23"
243200,"2,22,29,23","25,23"
252630,"2,22,28,29,23,25","1,25,23,3"
237850,"2,22,28,29,23","25,23"
92000,"2,22,18,23,25","1,25,23,2"
362680,"2,22,29,41,42","25,23"
207080,"2,22,29,13,14",23
400170,"2,1,9,22,28,29,23,15,25","1,25,23,3"
732430,"2,22,18,25","1,4,23,9,18"
501300,"2,22,28,29,23,43","25,23"
626690,"2,1,49,36,22,18,23,15,25,42","1,3"
247950,"2,1,9,24,22,28,29,13,23,43,44","1,3"
266130,"2,22,29,23,15,25","1,3,28,2"
215670,"2,22,29,18","25,23"
224460,"2,22,28,29,23,43","25,23"
280220,"2,22,23,15,17,44","23,28,2"
3540,"2,41,42",4
258180,"2,22,28,29","1,25,3"
275670,"2,22,29,23","23,2"
298600,"2,22,29,18,23,15","1,23"
282560,"2,22,28,30,23","28,2"
384490,"2,1,9,22,28,29,23,43","1,25,23"
537800,"2,22,28,29,23,25,43","28,2"
218410,"2,22,28,29,30,23,17","23,3,2"
42170,"2,1,9,22,29,23","1,25,23,3,2"
533300,"2,22,29","4,23"
256190,"2,1,22,18",1
418650,"2,31,40",1
275390,"2,1,24,22,28,29,30,23,25,41,42,43,44","1,25,23"
413420,"2,22,28,29,23,41,42",25
480650,"2,1,49,36,22,28,29,23,25,43",28
360640,"2,22,29,23","4,2"
341000,"2,22","4,23,28,2"
378720,"2,22,29","23,3,2"
259680,"2,22,29,30,35,23","25,23,3"
388750,"2,1,49,36,37,24,22,28,29,23,44",1
420530,"2,22,29,18,23","25,4,23"
395170,"2,22,29,18","25,4,23"
635730,"2,22,29,18,23","1,3"
214970,"2,22,18,23,41,42","1,23"
321960,"2,1,22,29","3,2"
317820,"2,22,28,29,23","23,3"
351490,"2,22,29","4,23"
332200,"2,22,28,29,23,25,43","1,25,23"
340050,"2,1,9,38,22,28,29,23","1,25,23,3,28,2"
281920,"2,1,49,37,9,39,24,22,28,29,23,25,44","1,25,23"
208750,"2,22,28,29,13,23,43","1,25,23,3"
296970,"2,22,29,23,15,25","25,23,3,2"
274520,"2,22,28,29,43","1,25,23,3"
462770,"2,1,49,37,22,28,29,13,23,41,42,43,44","1,23,3"
239250,"2,22,28,23,43","1,25"
320040,"2,1,9,24,22,28,29,13,23,41,42,43,44","25,23,3"
248310,"2,22,28,29,23,25,43","1,23"
424370,"2,1,9,38","1,25,23,3"
233610,"2,1,49,36,37,24,27,22,29,13,31,30,18,25,17,44","1,23,9"
405900,"2,22,28,29,23",3
360940,"1,49,36,22,28,29,8","1,23"
243930,"2,22,28,29,23","1,3"
229480,"2,1,9,24,22,28,25,44","1,25,3"
241410,"2,1,9,24,22,28,29,23,25,43,44","1,23,2"
329490,"2,1,49,36,37,9,38,39,24,22,28,29,23,43,44",1
214730,"2,22,29,23,15,25","1,25,3,28,2"
584400,"2,1,49,37,9,39,24,22,28,29,23,25,41,42,43,44","1,25,4"
367580,"2,22,29,23","4,23"
342180,"2,1,49,36,9,38,22,29,31,40,23,25","1,25,23"
241910,"2,22,29,23,41,42","25,23"
226580,"2,1,9,22,28,29,23,25,43","9,18"
227780,"2,1,9,24,22,30,18,23,15,25,17,44","1,23"
398850,"2,22,29,30,23,25","1,25,23"
614570,"2,22,28,23",1
296300,"1,49,36,27,22,29,23,8","1,4,23"
421040,"2,22,29,23","4,23,28"
315460,"2,1,49,36,9,38,22,29,23","1,23,3,2"
340170,"2,22,28,29,23","1,3"
507490,"2,1,49,36,9,38,22,29,23,15,17","23,28,2"
252030,"2,22,29,18,23,25","1,23,3"
318020,"2,1,49,36,9,38,22,29,23","23,2"
265890,"2,22,23","4,23,2"
217690,"2,22,29,23","25,23"
295690,"2,1,49,37,9,39,24,22,28,29,13,23,15,25","1,25,23"
203350,"2,22,29,23,25","3,2"
24420,"2,22,18",23
342580,"2,22,29,23,25","4,2"
289690,"2,1,9,24,22,28,25,43,44","1,25"
427290,"2,22,28,29,23,43","1,3"
597220,"2,22,28,29,23,44","25,23,3"
347430,"2,22,29,23","25,4,23"
353640,"2,22,29,23","1,25,4,23,28,2"
246110,"2,22,28,29,13,23","23,2"
268540,"2,22,29,23,14","25,23"
378540,"2,22,28,29,23,43","1,3"
575550,"2,22,29,23","25,23,3,2"
300570,"2,22,29,13,30,23,25,17","23,28"
559650,"1,49,36,22,28,29,30,23,8,15,17","1,4,23"
207930,"2,1,24,22,28,15,25,43,44",1
412830,"2,22,29,18,23,41,42",25
239120,"2,22,29,18,23",3
617830,"2,22,40,25","1,23"
41900,"2,22,29,18","1,25,3"
269790,"2,22,29,18,23","25,23"
361300,"2,1,49,37,9,39,24,22,28,29,23,25,43,44","1,23"
307230,"2,22,28,29,30,23,25,17,43","4,23,2"
360830,"2,1,49,37,9,39,24,22,28,29,23,15,43,44","1,25,23"
366250,"2,1,9,38,39,22,28,29,25,41,42,43,44",1
15560,"2,22,28,25","1,23,18"
45300,"2,22,18",28
270210,"2,22,28,29,30",23
684410,"2,22,28,29,30,23,41,42,43","28,2"
267490,"2,22,28,29,23","1,25"
321800,"2,1,9,27,29","25,3"
363600,"2,22,29,23","23,28"
235250,"2,22,29,23,25","4,23,2"
281640,"2,22,28,29,13,23,15,25,42,43","23,3,2"
263620,"2,22,28,29,43","1,23"
400910,"2,22,28,29,30,23,25,43,44","1,25,4,23"
507010,"2,22,29,23","1,25,23,28"
434250,"2,1,22,29,18,15,25","1,23"
15750,"2,22","1,25,2"
562220,"2,22,29","4,23"
436320,"2,1,49,36,9,38,27,22,31,40,23","1,23,2"
435400,"2,22,28,29,23,42","25,4,23"
262940,"2,22,28,29,41,42,43",25
589590,"2,22,28,29","73,74,25,23"
250580,"2,22,29,18","1,23,3"
326180,"2,22,29,23","25,4,23"
324310,"2,1,9,27,22,29,30,18,25",28
290770,"2,22,28,29,23,43","1,25,23"
429050,"2,1,22,18","1,23,28,70"
418180,"2,1,9,22,28,29,23,43","1,23,3"
487120,"2,1,20,49,36,22,28,29,23","1,25,23,29,3"
200910,"2,22,28,29,23","23,3"
250560,"2,1,9,24,27,22,28,29,30,23,15,25,17,44","23,3"
247660,"2,22,28,29","1,25"
207750,"2,22","1,4,23"
296490,"2,22,29,23","1,23,2"
543460,"2,1,49,36,22,28,29,23,43",1
575640,"2,22,29","4,23"
71230,"2,18","1,9"
15520,"2,22,25","1,23,18"
329130,"2,22,28,29,30,23,17","1,23,2"
201420,"2,22,28,29,30,23,17,43","25,4,23"
550010,"2,22,29,23,15","1,23,28"
274270,"2,22,29,18","1,25,23"
254200,"2,1,49,36,9,38,27,22,29,31,30,18,15,25,17","25,4,23,3,28,2"
451020,"2,22,28,29,23,43","23,3"
320240,"2,22,28,30,23,43","1,25,23"
215690,"2,1,9,38,22,28,29,23,25","1,23"
435530,"2,22,28,29,13,23,43","1,25,23"
45100,"2,22,29,18,23,25","4,23"
212010,"2,22,18","1,23,28,2"
243450,"2,22,28,29,23,25","1,9,28,18"
350640,"2,22,28,29,23,43","1,25"
460810,"2,22,28,29,23,43",1
355790,"2,1,9,38,22,28,29,23,43","1,25"
249330,"2,22,29,25","23,28,2"
241260,"2,22,28,29,23",25
502520,"2,22,29","23,28,2"
434420,"2,22,28,29,23","1,25,23,3"
299720,"2,1,9,22,29,23","4,23,2"
517710,"2,1,49,36,37,24,22,28,29,23,25,44",9
223810,"2,22,29,18,23,25","1,25,3"
313630,"2,22,28,29,13,31,43","25,23,28"
344910,"2,22,28,29,25","1,25,23"
259530,"2,22,28,25","1,23"
313020,"2,22,29,23","25,23,3"
365360,"2,22,29,23,42","23,3,2"
568570,"2,1,9,38,22,29","1,25,23,3,28,2"
352520,"2,22,28,23","25,4,23"
312840,"2,22,28,29,23","25,3"
111600,"2,1,9,39,22,18,44","1,23"
255320,"22,29,23,14","25,23"
237740,"2,22,28,29","1,25,23"
347830,"2,22,28,29,23,43",3
242820,"2,22,28,29,23,43","1,23"
343780,"2,22,29,23","4,23,28"
345820,"2,22,28,29,23,43","1,25,23,3"
320140,"2,22,28,29,23,15,25","1,4,23,9,28,18"
249590,"2,22,28,29,23,43",23
376300,"2,1,49,36,37,24,22,28,29,23,25,44",1
527430,"2,1,49,36,9,38,22,28,29","1,25,23,3"
312750,"2,22,29,18,23",3
43000,"2,1,22,18,25",1
363440,"2,22,28,29,23,25,43",1
202310,"2,22,18",9
740200,"2,22","1,25,4,23"
311290,"2,1,49,36,47,9,38,48,22,28,29,30,23,17","3,2"
611660,"2,31,40",3
227580,"2,22,29","1,4,23,3"
331440,"2,22,28,29,23,25","1,25,23,3"
248650,"2,22,29,23,15","25,4,23"
530890,"2,22,28,30,23,17","1,23"
351710,"2,22,28,29,23","3,2"
233190,"2,1,9,38,39,24,22,28,29,23,25,43,44","1,23"
251870,"2,29,23",25
425220,"2,1,49,37,22,28,23,25,32,44",1
63940,"2,1,9,23,17",2
80310,"2,22,29,13,23,14","25,23"
237430,"2,1,22,29","23,3,2"
461640,"2,22,28,29,13,23","1,25,23,3"
366090,"2,1,49,36,47,9,38,48,27,22,29,15","1,25,23,2,70"
235380,"2,1,49,36,22,29",2
401190,"2,1,9,22,28,29,25","1,25,23,28"
322910,"2,1,49,36,37,24,27,22,29,35,44","1,23,2"
428900,"2,22,29,15,25","1,4,23"
753420,"2,22,28,29,23","1,23"
306760,"2,22,29,18,23","25,23"
339400,"2,22,29,23,25","4,23,3,2"
259550,"2,22,29,23,41,42","25,4,23,3"
253750,"2,1,24,22,28,29,23,25,43,44","1,23"
216910,"2,22,28,23","1,3"
493900,"2,1,9,27,22,28,29,23,43","28,2"
499520,"2,22,28,29,23,43",25
227080,"2,22,28,23","25,4,23"
606800,"2,22,29,30,23","4,23,28,2"
420740,"2,22,29","25,3"
323060,"2,22,29,23,25","23,3,2"
284460,"2,22,23,25","1,23"
224820,"2,22,28,29,30,25,17","1,23"
357190,"2,1,49,36,37,22,28,23,25,43,44",1
461950,"2,22,29","25,23,28"
201510,"2,1,9,18",9
249630,"2,22,30,18,17","1,25,23,3"
265750,"1,22,28,29,15,25,43","1,23"
456670,"2,22,28,29,30,23,25,43","1,23,3"
340070,"2,22,29","4,23,2"
277890,"2,22,29,18,23","1,25,23"
371200,"2,22,29,30,23","23,3,28,2"
610180,"1,49,37,9,39,22,28,29,23,41,42,43,44","4,23,2"
589360,"2,22,28,29,41,42,43","25,3"
358130,"2,1,22,29,30,23","23,3,2"
520440,"2,1,49,36,37,24,22,28,29,23,25,41,42,43,44",1
303800,"2,1,24,22,25,44","25,2"
282760,"2,22,29","4,23"
258050,"2,1,27,22,29","1,23,2"
394970,"2,22,29,30,23,17","1,23"
227600,"2,22,28,23","25,4"
275200,"2,1,24,22,28,29,23,41,42,43,44","1,25,23"
339200,"2,22,28,29,23,25,43","1,25,23,3"
427250,"2,1,49,36,47,37,9,38,48,22,29,30,23,25,17,44","23,28,2"
421050,"2,22,29,23,41,42","25,23"
363930,"2,22,28,29,43","1,25,4,23,3,28,2"
380020,"2,22,29,18","1,25,23"
265610,"2,22,29,23","25,3"
226620,"2,22,29","25,4,23,3,2"
442070,"1,49,37,22,28,23,41,42,43,44","4,23,2"
343100,"2,22,28,29,13","1,25,4,23,3,2"
395200,"2,22,18","1,25,23"
627270,"2,1,49,36,37,22,28,29,35,23,41,42,43,44",1
91100,"2,1,22,18,23,25","23,9"
239430,"2,22,31,18,23,15,25","1,25,23"
411830,"2,1,22,29,18,23",1
394870,"2,22,29,23,25,17","73,1,23"
296770,"2,1,22,29,23,15,25",18
449800,"2,1,9,38,22,28",1
326480,"2,22,29","25,4,28"
241720,"2,1,9,22,28,29,30,23,25,17","1,23"
296910,"2,28","1,4,23"
523780,"2,22,29,23,15","25,4,23,3,28"
427100,"2,22,30,18,25","4,28"
230270,"2,1,49,37,9,39,24,22,28,29,43,44",1
239800,"2,1,9,39,24,22,28,29,25,41,42,43,44","1,23"
2450,"2,1,22",1
327090,"2,1,20,49,36,37,9,38,27,22,29,8,44","1,25,23,29,3,28"
357780,"2,22,29","1,4,23,2"
383180,"2,1,9,38,22,28,29,13,23,15",1
373930,"2,1,49,36,22,28,29,30,23,25,17,43",2
234900,"2,22,29,23","1,25,23"
333980,"2,22,28,29,23","1,25,4,3"
294810,"2,1,49,37,24,22,28,29,43,44",1
269670,"2,1,24,22,28,29,23,15,25,44","1,25,23"
253110,"2,22,29,23","25,23"
297120,"2,22,29,18,25","1,23"
567290,"2,22,29,25","1,4,23"
330580,"2,1,49,36,9,38,22,29,18,15,25","1,23"
584980,"2,22,28,29,23,43","25,23"
607890,"2,1,49,36,9,38,22,18,23","1,25,4,3"
421120,"2,22,29,23","25,4,23"
385710,"2,22,28,29,23,25","1,25,23"
419480,"2,22,28,29,30,23","1,3,28,2"
673950,"2,1,9,38,39,24,22,28,29,23,41,42,43,44","4,23,28"
264730,"2,22,29","1,23"
393430,"2,1,49,36,27,22,29,23,15,25","23,28,18"
322110,"2,1,49,36,37,9,38,39,24,22,28,29,23,25,43,44","1,23"
458710,"2,22,29,23",2
504210,"2,22,30,23,25,17","23,28"
257170,"2,22,29,30,23","23,3,28,2"
326190,"2,22,29,23","25,4,23"
246760,"2,22,29,30,23,17","25,23,3,2"
391730,"2,1,9,39,24,22,28,29,41,42,43,44","1,25,23,3"
239840,"2,22,29","23,3,2"
301860,"2,22,28,29,23,43",25
209370,"2,22,23",23
513510,"2,1,9,27,22,29,30,23,15,25,17","1,4,23"
360650,"2,22,29,23","4,2"
595520,"2,22,28,29,23",3
399670,"2,22,29,30,23,15,25","23,28"
405710,"2,1,9,38,22,28,29,30","23,3,28"
357070,"2,22,28,29","1,23"
466300,"2,22,29,13,23","25,3"
222440,"2,1,9,39,22,28,29,25,44",1
115120,"2,1,9,38,22,28,13,23,25,43","1,2"
42990,1,2
387340,"2,22,28,29,23","1,3"
15740,"2,22,29,18","1,25,2"
105000,"2,22","25,23"
496890,"2,22,29,23","25,23"
286260,"2,22,29",25
407330,"2,22,28,29","25,23,3"
322770,"2,22,31","1,25,3"
386620,"2,1,9,39,24,22,28,29,23,43,44","1,23,28,2"
289930,"2,22,29,23","4,28,2"
233230,"2,22,29,18,23","25,23"
92300,"2,22,29,18,23","1,23"
677120,"2,1,9,38,22,29,30,18,23,17","1,23,3"
484950,"2,22,29,30,18,23","1,25,23,3,2"
314710,"2,1,49,36,9,38,22,28,29,43",1
623940,"2,22,29","25,23,3"
62100,"2,22,18,15,25",4
383230,"2,1,9,39,24,22,29,18,44","1,25,23,3"
598330,"2,22,28,29,30,23,17","4,23,28,2"
268400,"2,1,27,22,23,17",2
