id,year,review_score,total_positive,total_negative,total_reviews,Players
249590,2013,8,1294,187,1481,136458
249680,2013,8,1608,131,1739,68424
249870,2013,8,1107,220,1327,226289
249990,2013,6,1726,569,2295,603718
250320,2013,9,19561,472,20033,1011210
250340,2013,6,3083,1219,4302,226915
250380,2013,8,825,124,949,70847
250460,2013,6,763,249,1012,247455
250660,2013,5,198,96,294,23337
251410,2013,5,73,103,176,17359
251430,2013,8,510,35,545,56620
251530,2013,6,388,100,488,95497
251570,2013,8,51025,10923,61948,4184553
251690,2013,5,323,177,500,78056
251830,2013,9,517,26,543,26673
251850,2013,6,449,129,578,45793
251910,2013,6,200,61,261,74075
251990,2013,8,5307,281,5588,369384
252030,2013,8,1828,300,2128,163754
252170,2013,8,227,53,280,65310
252270,2013,5,150,85,235,40491
252310,2013,8,514,88,602,72227
252330,2013,8,3705,470,4175,354224
252370,2013,8,428,94,522,38128
252410,2013,8,3741,273,4014,367286
252630,2013,8,1407,189,1596,186765
252710,2013,8,158,30,188,20296
252890,2013,8,91,18,109,10460
253030,2013,8,4800,305,5105,615654
253110,2013,8,3109,219,3328,116526
253310,2013,6,76,20,96,6098
253350,2013,8,163,27,190,18091
253370,2013,5,223,115,338,55809
253650,2013,6,1288,483,1771,228198
253690,2013,6,304,85,389,60734
254440,2013,8,2193,230,2423,255171
255300,2013,8,903,117,1020,91947
255320,2013,8,623,138,761,137882
255520,2013,8,2091,500,2591,2418851
255870,2013,8,409,39,448,91301
256070,2013,6,120,45,165,10853
256330,2013,5,526,294,820,61200
257050,2013,5,391,368,759,81026
257120,2013,6,401,101,502,99729
257350,2013,8,2185,358,2543,420031
257750,2013,8,2117,389,2506,380476
257770,2013,5,45,29,74,8132
257830,2013,5,417,241,658,113871
257990,2013,8,524,87,611,56336
258090,2013,5,200,144,344,47240
258220,2013,5,369,250,619,46327
258890,2013,6,1069,269,1338,90983
258950,2013,5,230,155,385,35112
259080,2013,8,10771,946,11717,2625503
259430,2013,6,167,57,224,26688
259510,2013,8,399,70,469,118220
259530,2013,8,2292,157,2449,139558
259550,2013,8,2633,212,2845,128807
259600,2013,8,668,137,805,66126
259680,2013,9,2450,108,2558,176493
259700,2013,4,79,137,216,18918
259830,2013,5,59,45,104,16273
260250,2013,5,339,220,559,49146
261030,2013,9,19248,846,20094,1054661
261700,2013,8,1021,143,1164,50275
261940,2013,6,55,20,75,7379
262300,2012,5,30,18,48,9740
262940,2013,8,1359,185,1544,152508
265210,2013,8,3086,317,3403,555426
267060,2013,5,250,156,406,58483
