id,name
1,Action
37,Free to Play
25,Приключенческие игры
29,Многопользовательские игры
4,Casual
23,Indie
3,RPG
28,Simulation
2,Strategy
9,Racing
18,Sports
51,Animation & Modeling
53,Design & Illustration
55,Photo Editing
57,Utilities
70,Early Access
74,Gore
58,Video Production
73,Violent
80,Movie
71,Sexual Content
72,Nudity
54,Education
56,Software Training
60,Game Development
52,Audio Production
59,Web Publishing
