id,year,review_score,total_positive,total_negative,total_reviews,Players
588160,2018,5,192,283,475,24569
588560,2018,7,35,5,40,5399
588650,2018,9,15661,669,16330,834231
589220,2018,5,26,17,43,2706
589360,2018,8,1685,294,1979,124778
589780,2018,8,1068,83,1151,32942
590590,2018,8,199,6,205,4161
590690,2018,8,346,32,378,16043
591000,2018,8,57,3,60,1405
591630,2018,8,388,12,400,13214
591680,2018,8,53,1,54,6251
591750,2018,7,44,5,49,1204
594320,2018,7,26,1,27,1117
595010,2018,6,9,3,12,683
595110,2018,8,49,12,61,1607
595260,2018,6,29,8,37,608
595520,2018,8,1211,186,1397,110374
595730,2018,8,48,5,53,3081
595770,2018,8,67,15,82,5796
596240,2018,5,31,25,56,587
596740,2018,5,13,6,19,608
597030,2018,8,67,8,75,1826
597230,2018,8,130,2,132,5113
598490,2018,8,67,4,71,4355
598700,2018,8,991,91,1082,42487
598880,2018,7,34,1,35,375
598960,2018,8,799,115,914,39069
599010,2018,4,20,44,64,7068
600460,2018,8,81,17,98,3172
601380,2018,4,31,54,85,1437
602480,2018,7,35,4,39,1665
603020,2018,6,68,25,93,3121
603330,2018,8,47,4,51,1577
603400,2018,6,30,12,42,1482
606000,2018,7,38,6,44,1373
606150,2018,6,1261,407,1668,99719
606890,2018,8,79,7,86,3392
609320,2018,8,1483,115,1598,39420
609490,2018,8,319,23,342,21152
609720,2018,7,10,2,12,182
610660,2018,5,8,7,15,736
611040,2018,5,88,45,133,6689
611060,2018,7,41,6,47,1020
611620,2018,6,62,17,79,1138
611670,2018,8,1692,239,1931,99326
611960,2018,7,36,1,37,32770
612390,2018,8,95,12,107,3309
612470,2018,8,487,53,540,52272
612820,2018,5,35,17,52,1749
613100,2018,6,2747,746,3493,351645
613190,2018,8,143,14,157,4371
613830,2018,5,426,220,646,19214
614630,2018,6,154,39,193,12406
614660,2018,7,18,3,21,23758
614950,2018,8,73,5,78,5206
615400,2018,4,28,43,71,16569
616250,2018,8,419,12,431,7433
617480,2018,8,444,41,485,22559
617680,2018,6,11,4,15,1611
618080,2018,8,344,70,414,54678
618140,2018,5,21,12,33,3054
618270,2018,6,16,6,22,714
618550,2018,7,35,1,36,738
619080,2018,4,1515,2692,4207,248224
619290,2018,8,226,29,255,16298
619780,2018,5,492,471,963,39484
620190,2018,8,121,24,145,8571
620210,2018,8,66,4,70,1761
620220,2018,8,67,9,76,1723
620590,2018,8,766,184,950,42933
620650,2018,7,39,1,40,1000
621020,2018,5,47,24,71,2431
621220,2018,6,268,71,339,16117
621880,2018,5,98,134,232,48008
621930,2018,8,87,12,99,5393
621940,2018,7,33,6,39,2517
621970,2018,6,25,7,32,731
622420,2018,8,49,11,60,995
622460,2018,8,103,15,118,9308
622700,2018,5,8,4,12,2471
622770,2018,6,120,37,157,9852
622910,2018,7,19,3,22,521
623640,2018,8,59,6,65,1897
624320,2018,7,27,2,29,827
624970,2018,8,181,21,202,10304
625680,2018,7,28,2,30,614
625730,2018,7,31,2,33,820
625830,2018,7,21,1,22,589
626610,2018,6,294,120,414,11868
626690,2018,6,3668,1313,4981,183822
628290,2018,8,112,15,127,7639
628770,2018,8,320,29,349,27467
629220,2018,8,229,50,279,7985
630030,2018,8,90,16,106,4981
631510,2018,8,547,105,652,45280
631830,2018,6,13,4,17,1423
632020,2018,6,35,12,47,1234
632170,2018,6,20,6,26,774
632350,2018,8,2064,268,2332,80900
633060,2018,6,274,78,352,22373
633360,2018,8,528,130,658,22088
634090,2018,5,14,11,25,610
634340,2018,7,28,1,29,5143
635900,2018,6,17,6,23,381
636070,2018,7,8,2,10,235
636100,2018,8,284,33,317,10679
636230,2018,5,10,8,18,626
637090,2018,6,5448,1396,6844,289619
637120,2018,7,12,1,13,346
637650,2018,8,7397,1666,9063,489872
637670,2018,5,729,432,1161,35434
638070,2018,6,160,52,212,13203
638720,2018,5,7,4,11,871
640150,2018,5,258,270,528,76904
640210,2018,8,47,9,56,3040
640850,2018,5,23,10,33,458
641910,2018,5,20,11,31,1418
642580,2018,8,41,9,50,1210
642830,2018,6,14,4,18,10080
643980,2018,6,120,51,171,20923
644130,2018,4,8,28,36,344
644480,2018,6,116,42,158,5859
644560,2018,9,9352,278,9630,456954
644640,2018,5,134,96,230,15532
645380,2018,7,17,3,20,395
646010,2018,6,12,5,17,331
646050,2018,4,14,26,40,846
646210,2018,7,17,1,18,261
646500,2018,8,138,19,157,9431
648350,2018,6,5158,2022,7180,481240
648390,2018,9,2360,123,2483,124969
648430,2018,5,657,446,1103,203204
649450,2018,7,27,6,33,1096
650810,2018,5,4,6,10,326
651680,2018,7,11,2,13,221
653120,2018,5,79,113,192,18960
654220,2018,7,36,7,43,2194
654470,2018,5,40,20,60,1118
654550,2018,7,42,1,43,383
655380,2018,7,30,1,31,937
656440,2018,5,8,4,12,247
656510,2018,5,18,16,34,1590
658970,2018,5,42,34,76,12744
659110,2018,8,43,7,50,1271
659920,2018,5,31,14,45,1708
661030,2018,7,10,1,11,295
661790,2018,8,239,25,264,6467
661920,2018,6,96,30,126,9953
662840,2018,7,21,3,24,909
663210,2018,7,25,1,26,1962
663300,2018,6,234,62,296,7560
664750,2018,8,72,2,74,3063
665920,2018,7,32,4,36,4570
666100,2018,8,56,3,59,2979
666310,2018,5,16,12,28,726
666570,2018,6,169,52,221,19521
666940,2018,6,28,11,39,451
667790,2018,7,9,2,11,152
667810,2018,6,65,21,86,2413
667890,2018,6,1245,504,1749,324662
668590,2018,8,50,2,52,857
671720,2018,8,246,46,292,37131
672590,2018,7,44,5,49,2057
673190,2018,8,50,6,56,1394
673480,2018,7,9,1,10,247
673950,2018,8,1441,157,1598,113593
675490,2018,7,15,1,16,1059
676090,2018,8,81,17,98,1504
676440,2018,7,20,2,22,592
676700,2018,7,18,3,21,632
677040,2018,6,15,6,21,303
677120,2018,8,800,189,989,107314
677160,2018,6,726,233,959,87152
678890,2018,4,10,24,34,1187
678950,2018,8,6043,1265,7308,444795
680330,2018,5,20,9,29,491
680360,2018,8,344,35,379,25181
680390,2018,8,50,4,54,696
680700,2018,7,39,1,40,1927
680860,2018,8,44,10,54,2653
681330,2018,8,65,3,68,2945
681460,2018,7,16,1,17,265
681660,2018,5,2721,3491,6212,192188
682470,2018,7,25,1,26,596
682480,2018,8,66,11,77,1932
682500,2018,5,6,9,15,565
682570,2018,6,106,40,146,6093
682620,2018,5,11,11,22,68
682630,2018,7,12,2,14,937
682670,2018,7,20,1,21,168
684050,2018,5,23,15,38,747
684210,2018,6,51,17,68,13387
685400,2018,8,99,1,100,2204
685690,2018,8,117,12,129,4838
686200,2018,8,259,22,281,14448
687920,2018,8,333,72,405,21756
688800,2018,7,12,3,15,241
689040,2018,7,9,2,11,334
689700,2018,8,85,16,101,3010
690150,2018,7,39,4,43,1333
690610,2018,6,30,11,41,13012
690620,2018,7,27,5,32,592
690630,2018,7,15,1,16,848
691690,2018,8,680,144,824,23369
691830,2018,8,65,5,70,4984
692030,2018,4,55,126,181,3650
693700,2018,7,44,1,45,1694
694070,2018,6,7,3,10,972
694090,2018,8,53,9,62,2740
694930,2018,7,10,2,12,285
695100,2018,8,65,11,76,3054
695360,2018,5,16,16,32,2797
695450,2018,5,13,6,19,271
695600,2018,6,96,27,123,10068
695920,2018,8,390,79,469,35448
695970,2018,8,68,4,72,2403
696170,2018,6,1213,513,1726,40229
696180,2018,5,72,34,106,3315
696530,2018,8,81,8,89,1600
697010,2018,5,74,66,140,3673
697020,2018,4,4,9,13,1061
697370,2018,7,14,2,16,376
697650,2018,7,29,1,30,869
697870,2018,5,7,5,12,181
698050,2018,7,38,4,42,1868
698110,2018,6,15,4,19,365
698450,2018,7,20,1,21,418
699180,2018,7,40,1,41,486
699700,2018,8,73,17,90,3645
700520,2018,7,17,1,18,334
700770,2018,6,27,11,38,1235
701760,2018,6,21,6,27,771
702120,2018,5,101,92,193,5227
702700,2018,5,45,50,95,1903
702810,2018,8,633,44,677,144867
702940,2018,7,10,1,11,61
703060,2018,6,13,5,18,2886
703120,2018,6,7,3,10,306
703400,2018,5,21,12,33,457
703840,2018,8,178,18,196,10702
704200,2018,7,40,3,43,1454
704360,2018,8,51,5,56,1083
704640,2018,7,38,2,40,962
704860,2018,7,17,1,18,538
705050,2018,4,6,10,16,922
705380,2018,7,19,1,20,467
705620,2018,7,26,4,30,720
705670,2018,7,15,1,16,362
706490,2018,5,35,22,57,1654
706520,2018,6,34,13,47,359
706960,2018,6,21,7,28,1248
707010,2018,6,584,219,803,33966
707300,2018,6,188,58,246,5616
708150,2018,7,9,1,10,680
708310,2018,7,27,5,32,739
708420,2018,5,145,68,213,78218
708760,2018,7,21,1,22,367
708820,2018,7,15,2,17,1505
709050,2018,3,3,19,22,135
709140,2018,6,11,4,15,109
709870,2018,5,8,12,20,979
710190,2018,7,33,2,35,357
710470,2018,8,174,16,190,5102
710610,2018,8,71,13,84,5116
711660,2018,8,490,84,574,26542
711750,2018,6,207,88,295,12057
711930,2018,4,10,17,27,613
712060,2018,7,31,3,34,4188
712100,2018,5,2258,1570,3828,224856
712870,2018,7,30,6,36,623
713220,2018,7,12,3,15,194
713420,2018,5,19,10,29,1063
713450,2018,7,9,1,10,8220
714010,2018,6,92,30,122,5420
714020,2018,6,203,61,264,28475
714640,2018,5,18,12,30,531
714730,2018,5,9,7,16,469
715050,2018,6,67,22,89,6314
715520,2018,5,19,9,28,1132
715650,2018,8,122,17,139,3616
715800,2018,5,11,8,19,727
716010,2018,7,26,1,27,355
716040,2018,5,10,5,15,362
716760,2018,7,10,2,12,4995
716770,2018,6,19,8,27,390
717120,2018,5,13,7,20,424
717310,2018,7,23,2,25,655
717330,2018,7,8,2,10,2616
717610,2018,7,42,4,46,1555
717850,2018,7,18,1,19,259
718010,2018,7,35,4,39,565
718270,2018,5,6,7,13,1059
718560,2018,7,34,5,39,8547
718670,2018,6,678,182,860,51608
719730,2018,5,22,22,44,15738
719800,2018,7,25,2,27,437
720250,2018,8,409,96,505,46315
722330,2018,8,52,1,53,287
722890,2018,7,25,5,30,514
722920,2018,7,15,2,17,306
724250,2018,5,62,31,93,3771
724430,2018,4,7,11,18,1144
724470,2018,8,50,8,58,3314
724710,2018,5,11,8,19,419
726510,2018,7,14,1,15,267
726950,2018,5,19,23,42,1216
727100,2018,7,21,2,23,332
727180,2018,6,21,7,28,732
727190,2018,5,8,4,12,344
727760,2018,7,20,3,23,1012
728630,2018,6,7,3,10,40
728730,2018,8,481,97,578,105272
729060,2018,6,43,11,54,1344
729090,2018,4,6,12,18,522
730050,2018,8,53,7,60,1827
730290,2018,7,9,1,10,308
732370,2018,6,387,109,496,22701
732520,2018,6,11,4,15,988
732810,2018,8,205,13,218,4181
733300,2018,7,45,1,46,954
733340,2018,8,55,3,58,3752
733740,2018,8,76,5,81,6618
734570,2018,6,35,11,46,633
734590,2018,5,40,54,94,1378
734920,2018,8,94,4,98,3492
735500,2018,6,31,8,39,900
735850,2018,5,162,86,248,48114
736570,2018,8,73,4,77,3126
736810,2018,6,29,12,41,3741
737530,2018,5,9,12,21,6138
737710,2018,7,39,2,41,863
737930,2018,7,8,2,10,335
738880,2018,5,21,19,40,1885
738920,2018,5,14,21,35,783
739050,2018,8,106,7,113,655
739190,2018,8,51,3,54,914
740200,2018,8,288,47,335,133570
740230,2018,7,34,2,36,1766
741260,2018,6,527,215,742,34253
742170,2018,8,45,10,55,7035
742250,2018,8,215,12,227,4384
742480,2018,7,42,5,47,778
743190,2018,5,21,10,31,5962
743450,2018,8,859,97,956,103873
743860,2018,4,223,488,711,12676
744050,2018,8,47,4,51,2188
744190,2018,9,691,36,727,52637
745000,2018,7,41,7,48,1373
745330,2018,8,45,5,50,2334
745400,2018,7,19,1,20,279
745810,2018,8,52,9,61,595
745890,2018,8,90,3,93,1305
745940,2018,6,22,8,30,32396
746010,2018,5,6,7,13,2484
746140,2018,6,115,48,163,6743
746400,2018,8,59,2,61,1213
746660,2018,7,9,1,10,364
746710,2018,8,100,6,106,7580
746940,2018,8,61,7,68,3464
747320,2018,7,25,2,27,1023
747470,2018,7,42,1,43,526
747640,2018,7,12,1,13,203
748490,2018,9,518,19,537,17349
749370,2018,5,13,11,24,510
749410,2018,7,19,3,22,628
749730,2018,7,17,2,19,376
749800,2018,5,37,29,66,1735
749850,2018,7,24,6,30,1584
749920,2018,5,16,7,23,807
750070,2018,5,11,13,24,730
751250,2018,7,22,4,26,475
751330,2018,5,8,4,12,291
751340,2018,6,25,8,33,1102
752020,2018,5,11,7,18,386
752380,2018,7,26,5,31,541
752570,2018,6,44,13,57,811
752600,2018,7,30,2,32,319
753110,2018,5,40,45,85,1280
753230,2018,6,179,75,254,5019
753420,2018,8,1163,159,1322,129464
753610,2018,5,39,43,82,29152
753660,2018,7,40,6,46,1031
753900,2018,6,28,9,37,1925
754020,2018,6,15,5,20,266
754340,2018,6,7,3,10,305
755570,2018,5,22,10,32,993
755980,2018,8,97,8,105,1081
756240,2018,7,27,3,30,538
756490,2018,6,17,6,23,836
756500,2018,5,7,6,13,857
756590,2018,8,204,15,219,6383
757130,2018,4,156,272,428,75371
757350,2018,7,30,5,35,1074
757810,2018,5,68,73,141,28269
758050,2018,5,9,11,20,514
758100,2018,6,39,14,53,2566
758150,2018,6,8,3,11,200
758190,2018,8,701,86,787,54479
758320,2018,6,15,5,20,1254
758370,2018,8,275,28,303,20486
758410,2018,5,55,27,82,2015
758530,2018,8,443,17,460,30242
758570,2018,7,25,2,27,65124
758980,2018,6,39,16,55,12192
759000,2018,7,30,3,33,701
759010,2018,5,8,9,17,1293
759540,2018,8,62,5,67,709
759640,2018,7,27,2,29,425
760030,2018,7,17,1,18,155
760330,2018,8,106,1,107,2661
760460,2018,5,27,20,47,1783
760550,2018,8,65,10,75,953
760800,2018,6,32,10,42,1235
760890,2018,8,132,2,134,2924
761030,2018,8,73,14,87,6572
761070,2018,8,66,6,72,5779
761170,2018,8,61,13,74,5142
761760,2018,6,19,7,26,318
761790,2018,6,12,5,17,1070
761890,2018,6,402,163,565,31979
762380,2018,5,7,4,11,359
762480,2018,6,25,10,35,1457
762520,2018,5,6,6,12,791
762590,2018,6,37,11,48,2177
763610,2018,7,10,2,12,1021
763730,2018,5,9,5,14,653
763770,2018,7,23,4,27,269
764300,2018,6,38,10,48,3457
764410,2018,5,26,16,42,881
764490,2018,6,11,4,15,692
764510,2018,8,60,8,68,5313
764570,2018,8,49,9,58,13454
764580,2018,6,10,3,13,483
764590,2018,6,23,7,30,515
765460,2018,5,8,4,12,401
765590,2018,7,14,1,15,852
765650,2018,6,89,35,124,19279
766280,2018,8,375,11,386,4751
766320,2018,7,38,7,45,3683
766630,2018,7,34,5,39,676
766730,2018,8,67,2,69,1526
766940,2018,7,14,1,15,7001
767200,2018,7,14,1,15,266
767340,2018,6,8,3,11,288
768750,2018,5,121,140,261,17165
769200,2018,5,11,15,26,375
769360,2018,6,31,11,42,1003
769910,2018,7,10,1,11,438
769940,2018,5,9,5,14,1454
770100,2018,8,79,14,93,10185
770270,2018,5,4,6,10,118
770440,2018,5,43,27,70,2229
771010,2018,7,30,1,31,779
771060,2018,5,230,107,337,50757
771240,2018,8,52,2,54,1249
771320,2018,5,8,6,14,639
771350,2018,5,39,31,70,2613
771370,2018,3,6,34,40,370
771410,2018,7,26,4,30,960
771610,2018,5,9,10,19,1040
771710,2018,7,40,4,44,1584
771840,2018,7,42,4,46,830
771920,2018,6,42,14,56,1090
771950,2018,6,11,3,14,542
772070,2018,6,147,60,207,53571
772080,2018,5,6,4,10,175
772090,2018,7,10,1,11,282
772200,2018,7,13,1,14,1568
772470,2018,7,14,1,15,499
772480,2018,7,22,3,25,2103
772540,2018,5,688,504,1192,257046
772600,2018,6,7,3,10,1344
772610,2018,7,35,1,36,828
772700,2018,6,67,21,88,7388
772990,2018,5,25,11,36,318
773130,2018,7,18,2,20,211
773170,2018,5,8,12,20,907
773390,2018,5,43,32,75,4651
773430,2018,7,31,2,33,393
773580,2018,8,64,9,73,2357
773640,2018,3,2,14,16,330
773650,2018,3,2,12,14,520
773670,2018,8,150,3,153,3315
774091,2018,8,186,9,195,7409
774221,2018,7,15,1,16,271
774261,2018,5,29,13,42,1027
774351,2018,6,67,27,94,3568
774441,2018,5,11,6,17,842
774561,2018,7,39,2,41,1264
774781,2018,6,9,3,12,516
774811,2018,5,387,216,603,12622
774911,2018,5,34,18,52,771
775530,2018,8,54,3,57,1771
775800,2018,6,67,24,91,620
775900,2018,5,103,59,162,6901
776160,2018,5,9,4,13,85
776190,2018,6,21,9,30,4139
776340,2018,5,40,26,66,2521
776370,2018,7,28,3,31,932
776490,2018,8,1432,232,1664,54617
776540,2018,7,15,3,18,430
776550,2018,5,8,11,19,526
776670,2018,5,7,8,15,620
776720,2018,7,20,1,21,250
776890,2018,4,12,20,32,1665
776960,2018,5,37,23,60,3979
777020,2018,5,17,15,32,1079
777050,2018,5,25,14,39,4736
777160,2018,7,35,5,40,2039
777200,2018,8,84,2,86,2925
777220,2018,7,35,1,36,615
777240,2018,8,114,13,127,2481
777400,2018,6,22,7,29,434
777560,2018,5,7,5,12,586
777790,2018,8,57,2,59,1154
777820,2018,7,8,2,10,4165
778050,2018,6,38,10,48,1193
778150,2018,7,27,1,28,1099
778230,2018,6,10,4,14,32844
778330,2018,8,81,3,84,1186
778410,2018,5,11,5,16,577
778570,2018,7,18,2,20,143
778610,2018,8,185,10,195,6792
778700,2018,6,1021,289,1310,108351
778930,2018,6,28,12,40,1696
779320,2018,7,11,1,12,219
779330,2018,6,120,46,166,5787
779360,2018,7,16,1,17,643
779420,2018,5,34,26,60,1903
779570,2018,5,11,5,16,647
779700,2018,7,13,3,16,208
780210,2018,6,56,21,77,6908
780280,2018,8,49,6,55,2518
780390,2018,7,27,4,31,697
780500,2018,7,24,3,27,769
780580,2018,5,26,16,42,1099
780750,2018,5,15,10,25,827
781100,2018,5,6,7,13,433
781440,2018,8,465,19,484,33265
781520,2018,4,5,9,14,1436
781950,2018,7,8,2,10,146
782100,2018,7,8,2,10,693
782570,2018,8,80,20,100,2760
782690,2018,5,161,70,231,10722
783050,2018,8,53,7,60,7890
783200,2018,8,54,7,61,2262
783240,2018,4,59,136,195,31836
783420,2018,5,6,4,10,176
783440,2018,7,18,1,19,199
783810,2018,8,178,37,215,4659
783940,2018,7,26,5,31,1557
784940,2018,5,49,61,110,4249
785110,2018,5,23,10,33,675
785130,2018,8,60,9,69,20097
785640,2018,7,15,3,18,348
785670,2018,5,9,11,20,1209
785780,2018,6,52,14,66,4903
785840,2018,8,185,45,230,7893
785880,2018,8,49,9,58,1815
785890,2018,7,39,1,40,537
786410,2018,5,56,25,81,9883
786510,2018,7,17,3,20,261
786580,2018,6,125,40,165,6343
786630,2018,7,33,3,36,4188
786650,2018,7,18,1,19,267
786670,2018,4,5,15,20,65550
786750,2018,4,3,10,13,454
786910,2018,7,22,5,27,431
786990,2018,7,13,2,15,536
787040,2018,6,16,6,22,1029
787220,2018,8,41,9,50,8169
787400,2018,8,241,50,291,12787
787550,2018,5,13,8,21,709
787710,2018,7,11,1,12,1260
787970,2018,7,13,3,16,511
788150,2018,7,28,3,31,474
788210,2018,5,50,23,73,3782
788270,2018,8,136,27,163,8386
788320,2018,7,9,2,11,204
788380,2018,7,18,1,19,617
788410,2018,7,26,3,29,677
788480,2018,7,20,1,21,150
788510,2018,4,11,32,43,2135
788610,2018,5,13,6,19,176
788690,2018,8,57,4,61,2155
